Element Number	Element Type	Nodes	
1	Tet10	13678	14398	16466	16375	94108	97821	94113	94112	97819	102577	
2	Tet10	13468	14398	16466	13678	93150	97821	93155	93149	94108	94113	
3	Tet10	13064	16466	14398	16375	90412	97821	90409	90411	102577	97819	
4	Tet10	12489	13064	16466	14398	86479	90412	86481	86480	90409	97821	
5	Tet10	12495	16466	13064	15007	86521	90412	86516	86518	100327	90410	
6	Tet10	12489	12495	16466	13064	86476	86521	86481	86479	86516	90412	
7	Tet10	12454	16466	12495	15007	86198	86521	86189	86196	100327	86518	
8	Tet10	12454	12489	12495	16466	86187	86476	86189	86198	86481	86521	
9	Tet10	12489	16466	12531	14398	86481	86705	86478	86480	97821	86704	
10	Tet10	12531	16466	13468	14398	86705	93155	86703	86704	97821	93150	
11	Tet10	13064	15007	16466	16375	90410	100327	90412	90411	100326	102577	
12	Tet10	12454	16466	12516	12489	86198	86637	86191	86187	86481	86477	
13	Tet10	12516	12531	16466	13468	86634	86705	86637	86635	86703	93155	
14	Tet10	12489	12516	12531	16466	86477	86634	86478	86481	86637	86705	
15	Tet10	13678	16466	14481	16375	94113	98247	94109	94112	102577	98246	
16	Tet10	13468	16466	14481	13678	93155	98247	93151	93149	94113	94109	
17	Tet10	14481	16466	15007	16375	98247	100327	98245	98246	102577	100326	
18	Tet10	14481	16466	14613	15007	98247	98973	98244	98245	100327	98971	
19	Tet10	12454	14613	16466	15007	86194	98973	86198	86196	98971	100327	
20	Tet10	12454	12516	16466	14613	86191	86637	86198	86194	86636	98973	
21	Tet10	13468	14481	16466	14613	93151	98247	93155	93153	98244	98973	
22	Tet10	12516	13468	16466	14613	86635	93155	86637	86636	93153	98973	
23	Tet10	14210	16465	15082	15127	96734	100732	96730	96731	100932	100723	
24	Tet10	14209	14210	16465	15082	96722	96734	96727	96723	96730	100732	
25	Tet10	14210	14447	16465	15127	96728	98076	96734	96731	98073	100932	
26	Tet10	14040	14447	16465	15899	95531	98076	95539	95536	98075	102411	
27	Tet10	14209	16465	15899	16071	96727	102411	96724	96725	102501	102410	
28	Tet10	15082	15127	16465	15281	100723	100932	100732	100727	100929	101544	
29	Tet10	14040	16465	14447	15127	95539	98076	95531	95533	100932	98073	
30	Tet10	13333	16071	16465	16356	92385	102501	92387	92386	102500	102576	
31	Tet10	13333	14532	16465	16071	92382	98550	92387	92385	98549	102501	
32	Tet10	13333	16465	15165	16356	92387	101113	92384	92386	102576	101112	
33	Tet10	13333	16465	14532	15165	92387	98550	92382	92384	101113	98546	
34	Tet10	14209	16465	16071	16356	96727	102501	96725	96726	102576	102500	
35	Tet10	14209	15082	16465	16356	96723	100732	96727	96726	100731	102576	
36	Tet10	15082	15281	16465	16356	100727	101544	100732	100731	101543	102576	
37	Tet10	14040	16465	15127	15281	95539	100932	95533	95534	101544	100929	
38	Tet10	14040	16465	14532	16071	95539	98550	95532	95537	102501	98549	
39	Tet10	15165	16465	15281	16356	101113	101544	101110	101112	102576	101543	
40	Tet10	14532	15165	16465	15281	98546	101113	98550	98547	101110	101544	
41	Tet10	3479	3482	16464	16209	37834	37863	37841	37840	37862	102555	
42	Tet10	3482	14764	16464	16209	37861	99634	37863	37862	99632	102555	
43	Tet10	12968	16464	13443	16328	89704	93014	89694	89703	102574	93013	
44	Tet10	12968	13443	16464	14685	89694	93014	89704	89696	93007	99310	
45	Tet10	12968	16464	16089	16209	89704	102512	89700	89702	102555	102510	
46	Tet10	14764	16089	16464	16209	99631	102512	99634	99632	102510	102555	
47	Tet10	3479	3483	16464	3482	37835	37870	37841	37834	37857	37863	
48	Tet10	3479	16464	12968	16209	37841	89704	37839	37840	102555	89702	
49	Tet10	4645	16464	4655	15485	44242	44302	44236	44241	101934	44301	
50	Tet10	4655	16464	14764	15485	44302	99634	44300	44301	101934	99630	
51	Tet10	3482	4655	16464	14764	37859	44302	37863	37861	44300	99634	
52	Tet10	3482	4655	3483	16464	37859	37866	37857	37863	44302	37870	
53	Tet10	13443	16464	13769	16328	93014	94558	93004	93013	102574	94557	
54	Tet10	13443	13769	16464	14685	93004	94558	93014	93007	94553	99310	
55	Tet10	3483	16464	3484	14685	37870	37878	37864	37869	99310	37876	
56	Tet10	3484	16464	13769	14685	37878	94558	37875	37876	99310	94553	
57	Tet10	13769	16464	15485	16328	94558	101934	94555	94557	102574	101933	
58	Tet10	4645	13769	16464	15485	44239	94558	44242	44241	94555	101934	
59	Tet10	14764	15485	16464	16328	99630	101934	99634	99633	101933	102574	
60	Tet10	3483	12968	16464	14685	37868	89704	37870	37869	89696	99310	
61	Tet10	14764	16464	16089	16328	99634	102512	99631	99633	102574	102511	
62	Tet10	12968	16089	16464	16328	89700	102512	89704	89703	102511	102574	
63	Tet10	3479	16464	3483	12968	37841	37870	37835	37839	89704	37868	
64	Tet10	3483	4655	4645	16464	37866	44236	37865	37870	44302	44242	
65	Tet10	3484	16464	4645	13769	37878	44242	37872	37875	94558	44239	
66	Tet10	3483	4645	3484	16464	37865	37872	37864	37870	44242	37878	
67	Tet10	9257	9258	16463	16420	69336	69347	69341	69340	69346	102578	
68	Tet10	9257	16463	14096	16420	69341	95915	69339	69340	102578	95914	
69	Tet10	9257	16463	9290	14096	69341	69535	69338	69339	95915	69534	
70	Tet10	9257	9258	9290	16463	69336	69342	69338	69341	69347	69535	
71	Tet10	14096	16463	15629	16420	95915	102161	95913	95914	102578	102160	
72	Tet10	9300	14095	16463	16323	69584	95906	69586	69585	95905	102573	
73	Tet10	9290	16463	9300	14095	69535	69586	69531	69533	95906	69584	
74	Tet10	14095	14096	16463	15629	95898	95915	95906	95904	95913	102161	
75	Tet10	9290	16463	14095	14096	69535	95906	69533	69534	95915	95898	
76	Tet10	9258	13601	16463	16420	69345	93784	69347	69346	93783	102578	
77	Tet10	13601	15629	16463	16420	93782	102161	93784	93783	102160	102578	
78	Tet10	9258	9305	16463	13601	69344	69605	69347	69345	69604	93784	
79	Tet10	9305	13168	16463	13601	69603	91239	69605	69604	91233	93784	
80	Tet10	13168	16463	15261	16323	91239	101482	91236	91238	102573	101481	
81	Tet10	14095	15261	16463	16323	95903	101482	95906	95905	101481	102573	
82	Tet10	14095	16463	15261	15629	95906	101482	95903	95904	102161	101479	
83	Tet10	13168	15261	16463	15629	91236	101482	91239	91237	101479	102161	
84	Tet10	9214	9300	16463	16323	68976	69586	68981	68980	69585	102573	
85	Tet10	9214	9300	9290	16463	68976	69531	68975	68981	69586	69535	
86	Tet10	9214	9290	9258	16463	68975	69342	68974	68981	69535	69347	
87	Tet10	13168	16463	13601	15629	91239	93784	91233	91237	102161	93782	
88	Tet10	9214	16463	9305	13168	68981	69605	68977	68979	91239	69603	
89	Tet10	9214	16463	9258	9305	68981	69347	68974	68977	69605	69344	
90	Tet10	9214	16463	13168	16323	68981	91239	68979	68980	102573	91238	
91	Tet10	13878	16462	14596	15194	94939	98883	94934	94936	101223	98880	
92	Tet10	13130	16462	13878	15148	90949	94939	90941	90946	101041	94935	
93	Tet10	13130	14596	13878	16462	90942	94934	90941	90949	98883	94939	
94	Tet10	13130	14715	16462	15148	90944	99441	90949	90946	99438	101041	
95	Tet10	13130	14596	16462	14715	90942	98883	90949	90944	98877	99441	
96	Tet10	14596	15173	16462	14715	98879	101134	98883	98877	99439	99441	
97	Tet10	14596	16462	15173	15194	98883	101134	98879	98880	101223	101131	
98	Tet10	12919	14715	16462	15173	89271	99441	89277	89274	99439	101134	
99	Tet10	12919	16462	14715	15148	89277	99441	89271	89273	101041	99438	
100	Tet10	5442	16462	15148	16301	49378	101041	49376	49377	102570	101040	
101	Tet10	5442	16462	14518	15148	49378	98460	49375	49376	101041	98456	
102	Tet10	15173	15194	16462	15801	101131	101223	101134	101133	101220	102345	
103	Tet10	14189	15194	16462	16301	96591	101223	96596	96595	101222	102570	
104	Tet10	13879	16462	15073	15801	94952	100669	94942	94950	102345	100666	
105	Tet10	13879	16462	14518	15073	94952	98460	94941	94942	100669	98454	
106	Tet10	12919	15173	16462	15801	89274	101134	89277	89276	101133	102345	
107	Tet10	12919	16462	13879	15801	89277	94952	89268	89276	102345	94950	
108	Tet10	12919	13879	16462	14518	89268	94952	89277	89270	94941	98460	
109	Tet10	12918	16461	14289	16254	89267	97202	89261	89266	102561	97201	
110	Tet10	4743	12918	16461	14289	44684	89267	44686	44685	89261	97202	
111	Tet10	3394	14289	16461	16254	37227	97202	37229	37228	97201	102561	
