Element Number	Equivalent (von-Mises) Stress (psi)
4342	5.1108
4343	5.3087
4344	5.5821
4345	5.5688
4346	5.5916
4347	2.3445
4348	2.5057
4349	4.1883
4350	4.4841
4351	3.1176
4352	3.9129
4353	3.7754
4354	2.7907
4355	2.6087
4356	3.8604
4357	4.1515
4358	3.1253
4359	3.3083
4360	2.6436
4361	3.5514
4362	3.2227
4363	0.96254
4364	0.89381
4365	0.97138
4366	1.0707
4367	1.0309
4368	1.1093
4369	1.2204
4370	1.1926
4371	1.2699
4372	1.438
4373	1.5081
4374	1.5014
4375	0.17678
4376	0.19646
4377	0.20768
4378	0.19247
4379	0.12238
4380	0.15213
4381	0.15434
4382	0.19019
4383	6.5133e-002
4384	7.0936e-002
4385	0.1427
4386	4.672e-002
4387	6.5338e-002
4388	0.11612
4389	0.11509
4390	7.7169e-002
4391	6.2016e-002
4392	9.0583e-002
4393	5.8328
4394	5.4939
4395	5.5869
4396	5.8155
4397	5.4924
4398	5.2711
4399	5.5945
4400	5.4087
4401	5.3514
4402	4.9665
4403	5.1372
4404	5.8391
4405	5.0328
4406	4.9731
4407	4.9178
4408	5.5074
4409	5.3626
4410	1.7284
4411	1.6198
4412	1.4951
4413	2.5034
4414	1.9911
4415	2.6176
4416	2.6968
4417	3.6776
4418	3.4426
4419	2.2251
4420	2.9488
4421	3.6516
4422	3.7212
4423	2.1363
4424	2.1516
4425	3.0349
4426	3.9624
4427	1.828
4428	1.7311
4429	2.5988
4430	2.7473
4431	3.4082
4432	3.5396
4433	2.5118
4434	2.1377
4435	2.6652
4436	3.3717
4437	2.6489
4438	1.7711
4439	3.9116
4440	2.9671
4441	2.2837
4442	1.6572
4443	0.79791
4444	1.0252
4445	0.93057
4446	1.085
4447	1.1117
4448	0.97458
4449	0.87711
4450	1.2624
4451	1.2619
4452	0.79693
4453	0.96598
4454	1.0894
4455	0.95638
4456	1.1442
4457	0.76682
4458	1.0126
4459	0.92595
4460	1.1179
4461	1.2269
4462	1.2298
4463	1.4676
4464	1.1982
4465	1.3177
4466	1.0931
4467	1.1652
4468	1.3765
4469	1.4957
4470	1.4668
4471	1.3012
4472	1.5441
4473	1.5963
4474	1.3885
4475	1.5097
4476	1.4869
4477	1.557
4478	1.1368
4479	1.6457
4480	1.3225
4481	2.0339
4482	1.8699
4483	1.8223
4484	1.2939
4485	1.5538
4486	2.075
4487	2.3153
4488	2.5798
4489	2.2648
4490	2.2431
4491	1.6607
4492	1.6017
4493	1.6029
4494	1.8414
4495	1.9493
4496	2.0368
4497	1.8445
4498	1.7314
4499	1.2234
4500	1.3246
4501	1.2007
4502	1.5113
4503	1.703
4504	1.6183
4505	1.6511
4506	1.4675
4507	1.3358
4508	0.76951
4509	0.79183
4510	0.81315
4511	0.89084
4512	0.88969
4513	0.73057
4514	0.83266
4515	0.94297
4516	0.95306
4517	0.70973
4518	0.75259
4519	0.92603
4520	0.81502
4521	0.8856
4522	0.96462
4523	0.71788
4524	0.95808
4525	0.29902
4526	0.22365
4527	0.39138
4528	0.30687
4529	0.15861
4530	0.21358
4531	0.36385
4532	0.47613
4533	0.35586
4534	0.20811
4535	0.19774
4536	0.30019
4537	0.46041
4538	0.12175
4539	0.39324
4540	0.47681
4541	0.28092
4542	0.36321
4543	0.24607
4544	0.14678
4545	7.5646e-002
4546	9.5117e-002
4547	0.13723
4548	0.37237
4549	0.17856
4550	0.32517
4551	1.9916
4552	2.1249
4553	1.2901
4554	1.1148
4555	1.7559
4556	1.6329
4557	2.3836
4558	1.326
4559	3.0723
4560	3.5159
4561	3.6189
4562	1.3091
4563	1.1441
4564	0.99094
4565	0.97875
4566	0.83706
4567	1.1083
4568	1.255
4569	1.2172
4570	1.0919
4571	0.99623
4572	1.1563
4573	1.3621
4574	1.3797
4575	1.4784
4576	1.1044
4577	1.355
4578	1.6612
4579	1.2657
4580	1.4379
4581	0.62548
4582	0.50363
4583	0.45101
4584	0.47267
4585	0.7018
4586	0.62805
4587	0.5184
4588	0.51222
4589	0.91921
4590	1.0295
4591	0.48427
4592	0.52096
4593	1.0095
4594	0.82453
4595	0.67761
4596	1.505
4597	1.5056
4598	1.7808
4599	1.7541
4600	1.2862
4601	1.521
4602	1.0172
4603	1.5816
4604	1.3632
4605	1.4443
4606	1.0002
4607	1.1834
4608	1.2656
4609	1.2041
4610	1.1478
4611	1.7354
4612	2.0162
4613	1.7085
4614	1.6368
4615	1.8824
4616	2.2577
4617	1.8752
4618	2.2765
4619	1.6316
4620	1.7085
4621	1.7015
4622	1.6625
4623	1.6185
4624	1.856
4625	1.6136
4626	1.6041
4627	2.1001
4628	1.7256
4629	1.9395
4630	1.676
4631	1.9279
4632	1.6021
4633	1.5406
4634	1.9639
4635	1.5608
4636	4.1391
4637	4.726
4638	2.6266
4639	3.2642
4640	2.6531
4641	5.3681
4642	3.2924
4643	1.9266
4644	1.9978
4645	4.5981
4646	3.4755
4647	4.8533
4648	4.0564
4649	2.1745
4650	1.3903
4651	1.3667
4652	2.5582
4653	2.2758
4654	1.4767
4655	1.6141
4656	1.7017
4657	2.2091
4658	2.9729
4659	2.8203
4660	2.0518
4661	1.3913
4662	1.2571
4663	1.5586
4664	1.7824
4665	2.1092
4666	2.1333
4667	2.0983
4668	3.0915
4669	2.2843
4670	2.8524
4671	1.9804
4672	1.9119
4673	1.8895
4674	1.8806
4675	0.58285
4676	0.46615
4677	0.64157
4678	0.68864
4679	0.65888
4680	0.64159
4681	0.47522
4682	0.8461
4683	0.9295
4684	0.77027
4685	0.62109
4686	0.50751
4687	0.79977
4688	0.75907
4689	0.34294
4690	0.33922
4691	0.37474
4692	0.37897
4693	0.3489
4694	0.30129
4695	0.27236
4696	0.29508
4697	0.25142
4698	0.24893
4699	0.30202
4700	0.19861
4701	0.16903
4702	0.16952
4703	0.21679
4704	0.28592
4705	0.24947
4706	0.24939
4707	0.19067
4708	0.18466
4709	3.2953
4710	3.3347
4711	4.8909
4712	6.3524
4713	4.238
4714	2.2386
4715	7.2036
4716	6.0262
4717	6.956
4718	3.8945
4719	4.1371
4720	0.61421
4721	0.64156
4722	1.7798
4723	1.2913
4724	5.6162
4725	2.1988
4726	2.4691
4727	1.9395
4728	2.4152
4729	5.1632
4730	1.4316
4731	3.1421
4732	1.6971
4733	1.881
4734	2.1601
4735	2.1097
4736	2.0085
4737	1.6736
4738	2.1483
4739	1.9823
4740	1.9332
4741	1.5689
4742	1.7954
4743	1.9418
4744	1.6959
4745	1.8862
4746	1.8629
4747	1.8403
4748	1.6011
4749	1.6672
4750	1.9748
4751	2.1738
4752	2.0145
4753	2.0528
4754	1.8433
4755	1.827
4756	1.1329
4757	1.5813
4758	1.2521
4759	1.6424
4760	1.7884
4761	0.95686
4762	1.4712
4763	1.1486
4764	0.93611
4765	2.0565
4766	2.7872
4767	2.0382
4768	1.7223
4769	1.8545
4770	1.7951
4771	2.4529
4772	2.8825
4773	3.5386
4774	3.7646
4775	2.6378
4776	2.4213
4777	3.6063
4778	2.1388
4779	2.574
4780	1.6554
4781	1.7809
4782	2.8621
4783	2.3142
4784	2.4307
4785	2.8662
4786	1.7123
4787	1.5402
4788	1.2972
4789	1.3149
4790	1.8056
4791	1.616
4792	1.7801
4793	1.6176
4794	1.6772
4795	1.8541
4796	1.6684
4797	1.8379
4798	1.5552
4799	1.5682
4800	1.813
4801	4.5317
4802	4.4148
4803	4.2062
4804	4.3647
4805	4.3189
4806	5.3492
4807	5.7834
4808	4.1891
4809	4.29
4810	5.4835
4811	4.2063
4812	4.3273
4813	4.8387
4814	4.6486
4815	4.3989
4816	5.1142
4817	5.3192
4818	1.1427
4819	1.0818
4820	1.1071
4821	1.2996
4822	1.1553
4823	1.3431
4824	1.2286
4825	1.705
4826	1.5701
4827	1.4652
4828	1.8445
4829	1.3232
4830	1.3906
4831	1.4254
4832	1.5762
4833	1.5426
4834	1.6471
4835	1.5608
4836	1.6699
4837	1.4474
4838	0.91819
4839	1.2101
4840	0.99272
4841	1.1113
4842	1.4241
4843	1.5786
4844	1.416
4845	1.5399
4846	1.6187
4847	1.5666
4848	1.4586
4849	1.6474
4850	1.3812
4851	1.1269
4852	1.1786
4853	1.0337
4854	1.8331
4855	1.9165
4856	2.1428
4857	2.2992
4858	2.3405
4859	1.789
4860	1.9965
4861	1.4701
4862	1.485
4863	1.4417
4864	1.4566
4865	1.7437
4866	1.6227
4867	1.5838
4868	2.1886
4869	2.3828
4870	2.4892
4871	2.4353
4872	1.8133
4873	0.82616
4874	0.93806
4875	0.91599
4876	0.7911
4877	0.95543
4878	1.1167
4879	1.1475
4880	0.80719
4881	1.1556
4882	2.1028
4883	2.0081
4884	1.826
4885	1.8231
4886	2.3428
4887	2.1612
4888	1.5877
4889	1.6723
4890	2.3725
4891	1.3486
4892	1.1998
4893	2.3166
4894	1.955
4895	2.9209
4896	3.4608
4897	3.7079
4898	3.2136
4899	2.5999
4900	3.5072
4901	2.9736
4902	3.1684
4903	2.8808
4904	2.7613
4905	3.7737
4906	4.2533
4907	2.2841
4908	3.0413
4909	2.1046
4910	3.5942
4911	2.4045
4912	0.28178
4913	0.23257
4914	0.22014
4915	0.36897
4916	0.36236
4917	0.36258
4918	0.31362
4919	0.34421
4920	0.30329
4921	0.24188
4922	0.21164
4923	0.25472
4924	0.32915
4925	0.35323
4926	0.35061
4927	0.28405
4928	0.33524
4929	0.28211
4930	0.28437
4931	0.36053
4932	0.85002
4933	0.86604
4934	0.91021
4935	0.93417
4936	0.82613
4937	0.87344
4938	0.7365
4939	0.80925
4940	0.92628
4941	0.95062
4942	0.71294
4943	0.8824
4944	0.93211
4945	0.84258
4946	0.70432
4947	0.776
4948	0.84903
4949	0.92419
4950	0.91682
4951	0.88661
4952	0.55186
4953	0.72692
4954	0.90848
4955	0.85165
4956	0.81258
4957	0.66716
4958	0.74059
4959	0.81454
4960	0.75516
4961	0.86863
4962	0.90254
4963	0.77009
4964	0.77824
4965	0.616
4966	0.78691
4967	0.81229
4968	0.76182
4969	0.67341
4970	0.86639
4971	0.88499
4972	0.57933
4973	0.62342
4974	0.7207
4975	0.84618
4976	0.93768
4977	1.5984
4978	1.2381
4979	1.7706
4980	1.639
4981	1.5924
4982	1.791
4983	1.1078
4984	0.58766
4985	0.68671
4986	1.2101
4987	0.9918
4988	1.4491
4989	1.2856
4990	1.7338
4991	1.1002
4992	0.71803
4993	0.96962
4994	0.96973
4995	0.84679
4996	1.7825
4997	1.7015
4998	2.01
4999	1.9198
5000	1.3564
5001	1.4764
5002	1.5615
5003	1.8347
5004	1.477
5005	1.6441
5006	2.0177
5007	1.9678
5008	1.3986
5009	1.5571
5010	1.6239
5011	1.773
5012	1.7108
5013	1.3112
5014	1.4189
5015	1.2916
5016	1.2894
5017	1.222
5018	1.4933
5019	1.5175
5020	1.23
5021	1.4161
5022	0.9332
5023	0.9068
5024	0.77081
5025	0.80128
5026	1.3953
5027	1.3687
5028	1.1513
5029	1.1401
5030	0.93894
5031	0.96803
5032	0.85703
5033	1.1285
5034	1.0158
5035	1.0157
5036	1.146
5037	0.87938
5038	1.6156
5039	1.7367
5040	1.5069
5041	1.656
5042	1.5423
5043	1.5906
5044	1.5187
5045	1.5917
5046	1.4936
5047	0.99774
5048	1.0843
5049	1.3778
5050	1.2669
5051	1.0988
5052	1.1912
5053	1.2126
5054	1.3192
5055	0.9192
5056	0.75042
5057	0.83161
5058	1.0375
5059	1.5131
5060	1.6849
5061	1.7036
5062	1.5371
5063	0.98569
5064	1.0925
5065	1.1523
5066	1.5282
5067	1.2243
5068	1.639
5069	1.7969
5070	1.2244
5071	1.4355
5072	1.575
5073	1.7211
5074	1.7769
5075	2.353
5076	1.9292
5077	1.7462
5078	1.5507
5079	1.7175
5080	1.4503
5081	2.1136
5082	1.8558
5083	2.5372
5084	1.8049
5085	2.0655
5086	2.2058
5087	1.8238
5088	1.7774
5089	1.895
5090	1.8932
5091	3.6497
5092	3.0384
5093	3.028
5094	3.5683
5095	2.7517
5096	3.0699
5097	2.7165
5098	2.8223
5099	2.6698
5100	2.9341
5101	2.3866
5102	2.3731
5103	2.573
5104	2.2678
5105	2.069
5106	2.3729
5107	2.2037
5108	2.2717
5109	2.5794
5110	1.9402
5111	1.9902
5112	1.8737
5113	1.7323
5114	1.1734
5115	1.1927
5116	1.9887
5117	1.7076
5118	0.87921
5119	1.0276
5120	1.0264
5121	1.9797
5122	1.9842
5123	1.2172
5124	1.4891
5125	1.4939
5126	4.6273
5127	4.4979
5128	4.4281
5129	4.4243
5130	5.5305
5131	5.2708
5132	3.7557
5133	3.8173
5134	3.7325
5135	4.1649
5136	4.1178
5137	4.6084
5138	5.9543
5139	5.8905
5140	5.4748
5141	4.8488
5142	4.5582
5143	4.1522
5144	4.8858
5145	0.61817
5146	0.69418
5147	0.61818
5148	0.61957
5149	0.69727
5150	0.64467
5151	0.75927
5152	0.78187
5153	0.64895
5154	0.66261
5155	0.71418
5156	0.75265
5157	0.76635
5158	0.69806
5159	0.74092
5160	0.76467
5161	0.94326
5162	0.99498
5163	1.0045
5164	0.96984
5165	1.2997
5166	1.6188
5167	1.4219
5168	1.6778
5169	1.3272
5170	1.1138
5171	0.9716
5172	0.98898
5173	1.0491
5174	0.88174
5175	0.81754
5176	0.97539
5177	0.85821
5178	0.93917
5179	2.4404
5180	2.6693
5181	1.032
5182	1.42
5183	1.2859
5184	1.5296
5185	0.8227
5186	0.93811
5187	2.0323
5188	2.2195
5189	1.9414
5190	1.8776
5191	2.586
5192	1.0114
5193	2.0756
5194	10.72
5195	10.912
5196	10.464
5197	10.66
5198	10.628
5199	10.404
5200	10.786
5201	10.568
5202	10.461
5203	10.207
5204	10.34
5205	10.786
5206	10.566
5207	10.66
5208	10.93
5209	10.459
5210	10.155
5211	10.457
5212	10.214
5213	0.77815
5214	0.75724
5215	0.62969
5216	0.67355
5217	0.70957
5218	0.77194
5219	0.62377
5220	3.4028
5221	2.3216
5222	2.7376
5223	3.4541
5224	2.4111
5225	2.364
5226	2.6016
5227	3.1148
5228	2.7947
5229	2.8062
5230	2.9574
5231	3.2996
5232	2.294
5233	3.1966
5234	2.1538
5235	2.185
5236	2.4346
5237	2.8103
5238	5.3386
5239	5.0621
5240	6.1861
5241	5.4177
5242	4.0204
5243	5.9587
5244	5.3908
5245	4.1722
5246	6.1498
5247	5.4567
5248	6.2435
5249	7.0213
5250	4.6874
5251	4.1209
5252	3.6498
5253	4.0128
5254	6.9599
5255	6.2517
5256	6.8988
5257	4.4408
5258	5.559
5259	5.3379
5260	5.519
5261	5.2084
5262	5.506
5263	4.4075
5264	4.4423
5265	4.373
5266	4.5906
5267	4.5057
5268	4.6899
5269	5.0277
5270	5.3322
5271	4.6072
5272	5.2392
5273	4.8272
5274	4.9391
5275	4.9383
5276	0.4539
5277	0.41442
5278	0.5475
5279	0.71255
5280	0.70484
5281	0.79291
5282	0.79053
5283	0.65483
5284	0.62585
5285	0.55977
5286	0.90676
5287	1.0316
5288	0.83704
5289	0.95034
5290	0.93909
5291	0.82582
5292	1.1168
5293	1.187
5294	1.1052
5295	1.1527
5296	0.74234
5297	0.76056
5298	1.1326
5299	0.79255
5300	0.78794
5301	1.1296
5302	0.82034
5303	0.93007
5304	0.75737
5305	0.87237
5306	1.0021
5307	1.5325
5308	1.3513
5309	1.6592
5310	1.5772
5311	1.4585
5312	1.4406
5313	1.6142
5314	1.6928
5315	1.4756
5316	1.3043
5317	1.3886
5318	1.2962
5319	1.2776
5320	1.5299
5321	1.2221
5322	1.1939
5323	1.4922
5324	1.3189
5325	4.1887
5326	3.6244
5327	4.8153
5328	4.0923
5329	3.4458
5330	5.5469
5331	4.9592
5332	5.7962
5333	5.1089
5334	4.702
5335	5.2057
5336	5.5453
5337	5.0202
5338	4.1391
5339	4.0207
5340	3.5579
5341	3.8441
5342	4.4362
5343	5.8674
5344	5.9416
5345	5.2034
5346	4.7568
5347	4.1439
5348	4.7419
5349	5.4939
5350	3.8877
5351	16.406
5352	16.793
5353	13.504
5354	13.648
5355	16.726
5356	13.65
5357	14.878
5358	15.133
5359	14.281
5360	15.135
5361	15.985
5362	15.816
5363	15.814
5364	16.588
5365	14.879
5366	16.514
5367	2.5598
5368	3.4317
5369	3.2445
5370	2.6578
5371	2.6346
5372	3.4992
5373	3.3353
5374	2.7755
5375	2.7791
5376	3.2618
5377	2.6481
5378	3.2141
5379	3.3207
5380	2.6514
5381	3.2746
5382	4.7553
5383	5.0217
5384	5.1992
5385	5.0216
5386	5.1979
5387	5.5361
5388	6.701
5389	6.7019
5390	6.404
5391	5.5383
5392	5.7791
5393	6.4043
5394	6.3683
5395	5.8516
5396	5.8597
5397	5.6826
5398	6.4409
5399	5.8515
5400	6.0742
5401	5.8609
5402	5.6826
5403	2.3434
5404	2.9061
5405	2.0687
5406	2.3725
5407	1.7168
5408	1.3554
5409	2.2046
5410	1.4474
5411	0.96322
5412	2.478
5413	3.0262
5414	0.56402
5415	0.59593
5416	1.1581
5417	1.8103
5418	2.5213
5419	3.1592
5420	0.69448
5421	0.57584
5422	1.3976
5423	0.95871
5424	2.1622
5425	2.1972
5426	6.3073
5427	5.9158
5428	5.3997
5429	5.5986
5430	5.6604
5431	5.8675
5432	5.8443
5433	5.9965
5434	4.5684
5435	4.9589
5436	4.752
5437	4.7953
5438	5.2988
5439	3.9678
5440	3.6436
5441	4.4477
5442	4.7807
5443	3.9876
5444	3.643
5445	4.076
5446	1.5302
5447	1.4905
5448	2.127
5449	2.5174
5450	1.9608
5451	2.2113
5452	1.7741
5453	1.9009
5454	1.4691
5455	1.3481
5456	1.9332
5457	1.8892
5458	2.0283
5459	2.3818
5460	1.5511
5461	1.455
5462	1.9571
5463	2.1713
5464	2.1792
5465	1.5396
5466	2.2358
5467	1.9231
5468	2.4078
5469	2.2093
5470	0.33616
5471	0.17078
5472	0.45784
5473	0.40614
5474	0.37041
5475	0.29706
5476	0.19213
5477	0.35208
5478	0.28192
5479	0.18745
5480	0.53445
5481	0.48544
5482	0.25098
5483	0.30546
5484	0.39112
5485	0.31625
5486	0.39588
5487	0.46273
5488	13.056
5489	13.338
5490	13.081
5491	12.804
5492	12.582
5493	12.793
5494	12.257
5495	12.271
5496	13.284
5497	13.05
5498	12.819
5499	12.761
5500	12.973
5501	12.413
5502	12.643
5503	12.321
5504	13.044
5505	12.589
5506	12.802
5507	12.711
5508	13.198
5509	12.977
5510	2.5808
5511	2.0609
5512	2.643
5513	2.0611
5514	1.6434
5515	2.04
5516	1.8744
5517	1.6355
5518	1.751
5519	1.7811
5520	1.821
5521	1.5638
5522	1.46
5523	1.5051
5524	1.4605
5525	1.1236
5526	1.2237
5527	1.158
5528	1.44
5529	0.8011
5530	0.93092
5531	0.93723
5532	0.73421
5533	0.73662
5534	0.89533
5535	0.91481
5536	0.7656
5537	0.68556
5538	0.98203
5539	0.9939
5540	0.84423
5541	0.95044
5542	0.94977
5543	0.94784
5544	0.87446
5545	0.70773
5546	0.78812
5547	0.84971
5548	0.88856
5549	6.5641
5550	6.4083
5551	5.8168
5552	6.4012
5553	6.1165
5554	5.8122
5555	6.1072
5556	6.1441
5557	6.0048
5558	6.0143
5559	5.9799
5560	6.1511
5561	1.3693
5562	1.3486
5563	1.1665
5564	1.3067
5565	1.091
5566	0.96561
5567	0.84419
5568	1.2544
5569	0.86563
5570	0.61728
5571	0.49782
5572	1.0212
5573	1.198
5574	0.74316
5575	0.70331
5576	0.57366
5577	1.2931
5578	0.78448
5579	0.58791
5580	0.67082
5581	0.71075
5582	0.90125
5583	1.2547
5584	0.47218
5585	0.67529
5586	0.60379
5587	2.1252
5588	2.8357
5589	3.5901
5590	2.2133
5591	3.0227
5592	3.2222
5593	1.7668
5594	1.8509
5595	2.1964
5596	2.4158
5597	2.1147
5598	2.9054
5599	2.5718
5600	2.2314
5601	2.9516
5602	2.1997
5603	2.3785
5604	2.3283
5605	2.0744
5606	1.8377
5607	0.62361
5608	0.65098
5609	0.6635
5610	0.69421
5611	0.71525
5612	0.76227
5613	1.1076
5614	1.1945
5615	0.89386
5616	0.75059
5617	0.80106
5618	0.85459
5619	0.91927
5620	1.0708
5621	0.91405
5622	1.6443
5623	1.6107
5624	1.5762
5625	1.5986
5626	1.5279
5627	1.4291
5628	1.4704
5629	1.3225
5630	1.3194
5631	1.2382
5632	1.1784
5633	1.1027
5634	1.1473
5635	1.067
5636	1.2565
5637	1.2359
5638	6.4198
5639	5.4486
5640	7.5084
5641	5.3791
5642	6.4231
5643	9.0451
5644	9.0133
5645	7.5096
5646	5.4266
5647	4.9445
5648	6.5716
5649	6.0812
5650	7.39
5651	9.163
5652	6.3981
5653	6.3961
5654	5.2371
5655	5.0148
5656	6.6968
5657	6.2037
5658	7.8377
5659	5.1618
5660	7.5109
5661	1.0587
5662	1.057
5663	0.89513
5664	0.97544
5665	1.0893
5666	1.1024
5667	0.94629
5668	1.0466
5669	0.89394
5670	0.98865
5671	0.91902
5672	0.83752
5673	1.048
5674	0.84558
5675	0.92428
5676	1.0174
5677	0.91857
5678	1.0255
5679	2.4482
5680	1.9566
5681	1.9207
5682	1.2902
5683	1.2692
5684	3.0138
5685	1.3703
5686	1.3927
5687	2.2394
5688	1.2124
5689	1.1916
5690	1.4127
5691	1.4105
5692	1.5309
5693	1.9175
5694	0.10758
5695	0.15117
5696	0.20059
5697	0.14654
5698	0.17449
5699	0.10655
5700	0.28135
5701	0.30255
5702	0.2492
5703	0.23171
5704	0.26682
5705	0.26508
5706	0.25708
5707	0.2475
5708	0.21137
5709	0.14764
5710	0.24462
5711	0.26274
5712	0.20264
5713	3.5942
5714	3.242
5715	3.2352
5716	3.8916
5717	3.4741
5718	3.286
5719	3.7958
5720	3.5412
5721	3.5391
5722	4.1674
5723	4.2901
5724	4.5144
5725	3.888
5726	3.954
5727	0.34354
5728	0.39481
5729	0.29707
5730	0.35045
5731	0.24495
5732	0.30107
5733	0.30798
5734	0.28262
5735	0.39952
5736	0.24181
5737	0.23987
5738	0.22157
5739	0.2818
5740	0.23977
5741	0.36482
5742	0.35666
5743	0.32286
5744	0.34967
5745	0.23474
5746	0.28022
5747	0.37924
5748	0.72336
5749	0.80911
5750	0.64887
5751	0.55028
5752	0.90317
5753	0.98783
5754	0.97021
5755	1.0546
5756	0.74821
5757	0.69358
5758	0.60909
5759	0.7719
5760	0.90979
5761	0.89864
5762	0.92938
5763	2.3898
5764	2.3407
5765	2.3543
5766	2.6686
5767	3.1678
5768	2.8632
5769	2.4253
5770	2.3773
5771	3.7639
5772	3.287
5773	2.6488
5774	2.8206
5775	2.9678
5776	3.3731
5777	2.4158
5778	2.3369
5779	0.91302
5780	1.1899
5781	1.3515
5782	1.0944
5783	1.4452
5784	0.86783
5785	1.1273
5786	0.27465
5787	0.26898
5788	0.46554
5789	0.56819
5790	1.0598
5791	1.1707
5792	0.76453
5793	1.2378
5794	0.40586
5795	0.42522
5796	0.97686
5797	0.692
5798	0.48667
5799	0.65891
5800	1.6597
5801	1.7353
5802	2.0809
5803	1.7704
5804	2.04
5805	2.3422
5806	2.2658
5807	2.3304
5808	2.7501
5809	1.9226
5810	2.3117
5811	2.9381
5812	2.1984
5813	2.7397
5814	2.7142
5815	3.1246
5816	1.7921
5817	2.0423
5818	2.6769
5819	3.0115
5820	2.3138
5821	1.9801
5822	2.2715
5823	2.0443
5824	1.8995
5825	1.7377
5826	2.1065
5827	1.7951
5828	1.993
5829	1.9814
5830	0.90408
5831	0.85753
5832	0.81165
5833	0.96415
5834	0.94819
5835	0.91915
5836	0.86822
5837	0.81541
5838	0.77295
5839	0.65656
5840	0.75349
5841	0.78193
5842	0.70512
5843	0.84464
5844	0.78634
5845	0.68208
5846	0.6916
5847	0.76863
5848	0.67808
5849	0.60208
5850	0.67991
5851	0.60534
5852	0.70869
5853	0.39405
5854	0.3891
5855	0.66713
5856	0.72126
5857	0.57254
5858	0.58015
5859	0.44647
5860	0.42134
5861	0.41014
5862	0.43825
5863	0.65992
5864	0.49859
5865	0.50082
5866	0.46385
5867	0.51884
5868	2.4514
5869	2.9992
5870	1.8049
5871	2.3593
5872	1.5471
5873	2.0333
5874	2.3603
5875	2.9738
5876	2.0994
5877	2.9572
5878	3.0633
5879	2.254
5880	2.0667
5881	1.4707
5882	1.608
5883	2.8716
5884	3.5428
5885	2.8116
5886	3.2089
5887	2.3791
5888	2.8599
5889	1.8771
5890	2.0837
5891	1.804
5892	3.5892
5893	3.3507
5894	4.5327
5895	3.437
5896	4.2742
5897	2.8028
5898	2.5358
5899	4.6844
5900	2.5887
5901	4.6192
5902	1.8654
5903	1.9505
5904	1.9368
5905	1.8273
5906	1.8783
5907	1.9102
5908	1.7957
5909	2.0741
5910	2.8917
5911	3.2977
5912	3.3493
5913	2.2083
5914	2.1545
5915	2.4671
5916	2.7315
5917	2.3563
5918	2.2371
5919	0.45238
5920	0.45454
5921	0.57038
5922	0.65737
5923	0.49097
5924	0.42212
5925	0.69316
5926	0.65782
5927	0.58389
5928	0.57149
5929	0.6956
5930	0.72941
5931	0.72177
5932	0.77634
5933	2.7419
5934	2.7116
5935	2.6322
5936	2.6096
5937	2.3711
5938	2.7074
5939	2.8922
5940	3.1718
5941	3.0986
5942	3.622
5943	3.7437
5944	2.5548
5945	2.6613
5946	3.5853
5947	3.7386
5948	3.4019
5949	3.0609
5950	2.7345
5951	3.0294
5952	3.5578
5953	3.2911
5954	0.94332
5955	0.63839
5956	0.68105
5957	0.47624
5958	0.42893
5959	0.546
5960	0.5283
5961	0.48632
5962	1.0067
5963	0.95813
5964	0.91349
5965	0.72275
5966	0.63849
5967	0.57767
5968	0.83554
5969	0.67097
5970	0.69335
5971	5.7121
5972	5.9272
5973	6.1092
5974	5.9069
5975	5.9535
5976	5.7116
5977	5.9537
5978	5.9062
5979	5.7062
5980	4.9973
5981	5.142
5982	5.1424
5983	5.7587
5984	5.0007
5985	5.2401
5986	4.9382
5987	5.3144
5988	4.9384
5989	5.7591
5990	5.3158
5991	1.1783
5992	1.2673
5993	1.3657
5994	1.3955
5995	1.2111
5996	1.2046
5997	1.3006
5998	1.055
5999	1.0692
6000	1.1514
6001	1.1446
6002	1.2629
6003	0.99375
6004	1.0114
6005	1.1459
6006	1.1144
6007	9.7996
6008	9.4949
6009	10.135
6010	9.8402
6011	10.024
6012	9.6449
6013	9.6458
6014	9.2624
6015	10.646
6016	10.769
6017	10.134
6018	9.8389
6019	9.4254
6020	10.195
6021	10.471
6022	10.594
6023	10.016
6024	10.016
6025	10.767
6026	9.2159
6027	9.7139
6028	10.19
6029	9.2842
6030	9.7123
6031	1.9626
6032	2.4258
6033	2.2812
6034	2.7643
6035	1.7136
6036	1.5795
6037	1.7214
6038	1.8567
6039	2.2897
6040	2.9062
6041	3.0901
6042	2.0086
6043	2.4374
6044	2.5562
6045	2.7274
6046	3.1093
6047	2.9249
6048	2.6828
6049	2.9927
6050	1.2897
6051	1.091
6052	1.1921
6053	1.2898
6054	1.029
6055	1.2727
6056	0.79739
6057	0.71406
6058	1.0536
6059	1.1415
6060	1.0737
6061	0.52678
6062	0.29594
6063	0.37963
6064	0.72822
6065	0.78063
6066	0.62111
6067	0.44143
6068	0.73998
6069	1.0094
6070	0.99919
6071	0.66498
6072	0.48517
6073	1.0554
6074	0.81467
6075	1.7635
6076	1.8672
6077	1.2733
6078	1.2387
6079	2.8372
6080	2.626
6081	3.2982
6082	1.5748
6083	1.7346
6084	3.4307
6085	4.3775
6086	4.48
6087	3.6417
6088	1.3956
6089	2.4217
6090	1.8177
6091	2.3928
6092	1.983
6093	2.4853
6094	1.655
6095	2.045
6096	1.8745
6097	2.1119
6098	1.4374
6099	1.4804
6100	2.7887
6101	2.4557
6102	1.0839
6103	1.2327
6104	2.6271
6105	2.1415
6106	2.7858
