Element Number	Equivalent (von-Mises) Stress (psi)
45251	1.0243
45252	0.16636
45253	0.10048
45254	0.12226
45255	8.9431e-002
45256	0.92628
45257	0.92232
45258	1.0318
45259	0.89003
45260	0.92127
45261	0.90897
45262	1.2661
45263	1.2884
45264	1.0155
45265	0.97584
45266	1.5497
45267	1.8772
45268	1.2651
45269	1.0781
45270	1.862
45271	2.2524
45272	2.4197
45273	2.5051
45274	2.0208
45275	2.6607
45276	2.2872
45277	3.0595
45278	2.3904
45279	2.7056
45280	2.0858
45281	1.3496
45282	1.7058
45283	3.718
45284	2.9537
45285	1.2353
45286	1.547
45287	1.4689
45288	2.5176
45289	1.8365
45290	2.5938
45291	2.1374
45292	1.6059
45293	1.2115
45294	1.2038
45295	1.7805
45296	2.3465
45297	1.7383
45298	1.9293
45299	1.5677
45300	0.95031
45301	0.79732
45302	0.75369
45303	0.9792
45304	0.66841
45305	1.0326
45306	0.87068
45307	1.0831
45308	1.1473
45309	1.1294
45310	1.2844
45311	1.2126
45312	1.0063
45313	1.1357
45314	0.98527
45315	1.2426
45316	1.2909
45317	1.2777
45318	1.0906
45319	1.0541
45320	1.3202
45321	1.2769
45322	1.2281
45323	0.99969
45324	1.1364
45325	0.31315
45326	0.79119
45327	0.69749
45328	0.7313
45329	0.36529
45330	0.50024
45331	0.65416
45332	0.66736
45333	0.4717
45334	0.2291
45335	0.14903
45336	0.79712
45337	0.89083
45338	0.58378
45339	0.75951
45340	0.86581
45341	0.77802
45342	0.91019
45343	0.31021
45344	0.44592
45345	0.47713
45346	0.33934
45347	0.21089
45348	0.42757
45349	0.35872
45350	0.26405
45351	0.53595
45352	0.58202
45353	0.67497
45354	0.29102
45355	0.27523
45356	0.39618
45357	0.28713
45358	0.32655
45359	0.28504
45360	0.38852
45361	0.44554
45362	0.37428
45363	0.37189
45364	0.45879
45365	0.19184
45366	8.7657e-002
45367	0.12842
45368	0.14342
45369	0.18587
45370	9.442e-002
45371	0.13955
45372	0.14657
45373	0.12338
45374	0.16047
45375	0.18012
45376	0.18701
45377	0.18815
45378	8.5242e-002
45379	8.7836e-002
45380	9.7327e-002
45381	0.13009
45382	8.436e-002
45383	8.2855e-002
45384	4.5478e-002
45385	3.0562e-002
45386	5.1471e-002
45387	5.3514e-002
45388	8.884e-002
45389	3.0979
45390	3.2927
45391	2.2935
45392	2.4835
45393	1.8777
45394	1.5322
45395	3.4446
45396	1.0067
45397	2.174
45398	1.1426
45399	0.9067
45400	1.6156
45401	1.4926
45402	0.68518
45403	0.48948
45404	0.77022
45405	0.9531
45406	0.79892
45407	0.79413
45408	1.0263
45409	0.95027
45410	0.91162
45411	0.80101
45412	0.88985
45413	0.77827
45414	1.1242
45415	0.87133
45416	1.1182
45417	1.0504
45418	1.0629
45419	1.0524
45420	0.88776
45421	0.8219
45422	0.80984
45423	2.9531
45424	2.8866
45425	2.759
45426	3.0273
45427	2.7245
45428	3.6818
45429	3.0772
45430	3.0985
45431	3.0958
45432	2.8144
45433	2.9907
45434	3.5851
45435	3.6823
45436	0.91542
45437	0.85538
45438	0.8448
45439	0.95058
45440	1.1504
45441	1.4629
45442	1.3987
45443	0.61407
45444	0.56354
45445	0.6357
45446	0.75151
45447	0.66592
45448	0.49194
45449	0.66645
45450	0.76143
45451	0.81865
45452	0.76004
45453	0.76604
45454	0.71519
45455	0.45388
45456	0.76261
45457	0.82383
45458	0.58603
45459	0.69919
45460	0.87836
45461	0.58767
45462	0.92751
45463	0.58161
45464	0.59058
45465	0.49617
45466	0.38044
45467	0.42745
45468	0.77248
45469	0.7743
45470	0.74819
45471	0.92456
45472	0.66746
45473	0.5629
45474	0.89377
45475	1.3494
45476	1.1617
45477	1.2105
45478	1.0934
45479	1.0215
45480	0.95384
45481	1.3399
45482	0.72116
45483	0.56502
45484	0.71163
45485	0.6056
45486	1.1036
45487	0.88598
45488	1.3416
45489	1.3207
45490	1.1599
45491	0.62925
45492	0.70196
45493	0.64169
45494	0.305
45495	0.33236
45496	0.49048
45497	0.45982
45498	0.54573
45499	0.47175
45500	0.45751
45501	0.50745
45502	0.61537
45503	0.76978
45504	0.65581
45505	0.41959
45506	0.50728
45507	0.85295
45508	0.41562
45509	0.41486
45510	0.80233
45511	0.9773
45512	1.365
45513	2.1581
45514	2.1269
45515	1.2175
45516	1.05
45517	1.9016
45518	1.8649
45519	2.1995
45520	2.274
45521	1.149
45522	1.7589
45523	1.5372
45524	2.0664
45525	1.8734
45526	1.8622
45527	1.6476
45528	1.6918
45529	1.3017
45530	1.2545
45531	0.96552
45532	1.5289
45533	1.2034
45534	1.3981
45535	1.0445
45536	1.1787
45537	1.1226
45538	1.2536
45539	1.2293
45540	1.0842
45541	0.79877
45542	0.76135
45543	0.68097
45544	0.75087
45545	0.76933
45546	0.86253
45547	0.57898
45548	0.6588
45549	0.70689
45550	0.68331
45551	0.68328
45552	0.71524
45553	0.4938
45554	0.43344
45555	0.69406
45556	0.56842
45557	0.49108
45558	0.72904
45559	0.70051
45560	0.80064
45561	1.1865
45562	1.0919
45563	0.89928
45564	0.94321
45565	0.99598
45566	0.91055
45567	0.80817
45568	0.98292
45569	1.0235
45570	0.99172
45571	1.0228
45572	0.94175
45573	0.81706
45574	0.91301
45575	0.92573
45576	0.83548
45577	0.77835
45578	1.038
45579	0.79523
45580	1.3323
45581	1.2919
45582	1.089
45583	1.2169
45584	1.2574
45585	1.1067
45586	1.0615
45587	0.88319
45588	0.57427
45589	0.71834
45590	0.75821
45591	0.48013
45592	0.56355
45593	0.53024
45594	0.65195
45595	0.68264
45596	0.57002
45597	0.28751
45598	0.23863
45599	0.19307
45600	0.10952
45601	0.2954
45602	0.19674
45603	6.7392e-002
45604	5.5998e-002
45605	6.649e-002
45606	0.24553
45607	0.31977
45608	0.16021
45609	0.31523
45610	0.19122
45611	0.25773
45612	0.27431
45613	0.43116
45614	1.1863
45615	0.4177
45616	1.1136
45617	0.84004
45618	0.76092
45619	1.2033
45620	1.4385
45621	1.5997
45622	1.4629
45623	1.7011
45624	1.4428
45625	1.2729
45626	1.0076
45627	1.0223
45628	1.5115
45629	0.41509
45630	0.50952
45631	0.4108
45632	0.44666
45633	0.63977
45634	0.40796
45635	0.46339
45636	0.39609
45637	0.67213
45638	0.54249
45639	0.49433
45640	0.45743
45641	0.3829
45642	0.40069
45643	0.85085
45644	0.80108
45645	0.72591
45646	0.77272
45647	0.89605
45648	0.70596
45649	0.45961
45650	0.39257
45651	0.64488
45652	0.38041
45653	0.82982
45654	0.83431
45655	0.76389
45656	0.66814
45657	0.77534
45658	0.62552
45659	0.91992
45660	0.61936
45661	0.91475
45662	0.66942
45663	0.56353
45664	0.87236
45665	0.86042
45666	0.8189
45667	0.73693
45668	0.83887
45669	0.76623
45670	0.90589
45671	0.83542
45672	0.72479
45673	0.66495
45674	0.80762
45675	0.85105
45676	0.69323
45677	0.73869
45678	0.95911
45679	1.0808
45680	1.2855
45681	1.2115
45682	0.42848
45683	0.69121
45684	0.80929
45685	0.59829
45686	0.52809
45687	0.34334
45688	0.45493
45689	0.63447
45690	0.73512
45691	0.70071
45692	0.86188
45693	0.92978
45694	0.9981
45695	0.95822
45696	0.99773
45697	0.79557
45698	0.70636
45699	0.67464
45700	0.91727
45701	0.74326
45702	0.88849
45703	0.70837
45704	0.65142
45705	0.80683
45706	0.75608
45707	1.1103
45708	1.7277
45709	1.5885
45710	1.7766
45711	1.7259
45712	1.6931
45713	2.0518
45714	1.0388
45715	0.73179
45716	0.87561
45717	1.6497
45718	1.4907
45719	1.0564
45720	1.0752
45721	0.56224
45722	0.68206
45723	1.2416
45724	0.90594
45725	0.6957
45726	0.96852
45727	1.4146
45728	1.2523
45729	1.2425
45730	1.4676
45731	0.8452
45732	1.6756
45733	1.6079
45734	1.3692
45735	1.6204
45736	1.4587
45737	0.56631
45738	0.60057
45739	0.42239
45740	0.58977
45741	0.65724
45742	0.477
45743	0.74444
45744	0.46413
45745	0.38801
45746	0.65974
45747	0.76482
45748	0.65444
45749	0.62533
45750	0.80341
45751	0.9025
45752	0.98207
45753	1.0135
45754	1.1978
45755	1.1405
45756	0.96078
45757	0.86007
45758	0.8754
45759	0.72783
45760	0.69134
45761	0.83761
45762	1.2363
45763	1.0816
45764	0.97814
45765	1.1072
45766	1.1242
45767	0.92731
45768	0.87241
45769	1.0559
45770	1.0057
45771	1.055
45772	0.97816
45773	0.95286
45774	1.1357
45775	1.1202
45776	1.2014
45777	1.1573
45778	0.94236
45779	0.88705
45780	0.88491
45781	0.96431
45782	1.0146
45783	1.0454
45784	1.0309
45785	1.1037
45786	0.99354
45787	1.144
45788	1.0018
45789	0.89283
45790	0.90134
45791	0.73312
45792	0.8274
45793	1.1167
45794	1.0447
45795	0.97785
45796	0.74179
45797	0.73062
45798	0.68549
45799	0.74652
45800	0.74069
45801	0.74253
45802	0.67279
45803	0.62522
45804	0.68374
45805	0.55603
45806	1.3018
45807	1.1172
45808	0.50667
45809	0.64881
45810	0.68791
45811	0.54202
45812	0.46283
45813	0.55613
45814	0.46041
45815	0.86247
45816	1.0288
45817	1.1976
45818	0.92255
45819	1.65
45820	1.4231
45821	1.0728
45822	2.12
45823	1.9908
45824	0.98091
45825	1.5073
45826	1.238
45827	1.9612
45828	1.8184
45829	1.3593
45830	1.3066
45831	1.4041
45832	1.9444
45833	1.5714
45834	1.1701
45835	1.0458
45836	2.9403
45837	3.8345
45838	2.9892
45839	2.5898
45840	1.6551
45841	2.7288
45842	1.1411
45843	1.7351
45844	3.7194
45845	2.6799
45846	1.3937
45847	1.1601
45848	1.1511
45849	0.97903
45850	1.1734
45851	1.2534
45852	2.787
45853	2.5354
45854	2.0867
45855	2.6518
45856	2.2369
45857	2.6749
45858	2.1496
45859	1.7741
45860	1.0732
45861	0.74859
45862	0.90699
45863	1.0594
45864	0.8481
45865	0.76181
45866	0.74609
45867	0.75525
45868	0.85837
45869	0.75969
45870	0.6761
45871	0.61353
45872	0.66806
45873	0.88864
45874	0.99121
45875	1.2408
45876	1.0217
45877	1.2593
45878	0.95954
45879	1.1733
45880	0.96532
45881	1.543
45882	1.6511
45883	1.6688
45884	1.2911
45885	1.7084
45886	0.8304
45887	0.80109
45888	1.0708
45889	1.2172
45890	0.73799
45891	1.2113
45892	1.1146
45893	0.67096
45894	0.66883
45895	1.548
45896	1.4269
45897	1.4341
45898	1.6328
45899	1.6708
45900	1.6444
45901	0.34523
45902	0.26641
45903	0.21577
45904	0.42256
45905	0.33955
45906	0.35126
45907	0.32607
45908	0.18417
45909	0.11032
45910	0.20986
45911	0.13586
45912	2.0738
45913	1.8835
45914	1.871
45915	1.9359
45916	2.029
45917	1.7687
45918	2.1681
45919	2.0846
45920	1.2799
45921	1.2974
45922	1.7213
45923	1.9766
45924	1.9615
45925	1.8065
45926	1.5233
45927	1.7246
45928	1.8232
45929	1.5747
45930	2.3048
45931	2.3367
45932	2.1531
45933	2.1359
45934	0.84642
45935	0.92881
45936	1.078
45937	0.82265
45938	1.15
45939	0.74938
45940	0.70521
45941	0.80477
45942	0.99702
45943	1.1778
45944	1.6514
45945	1.5868
45946	0.99439
45947	0.92825
45948	1.607
45949	1.5013
45950	0.51472
45951	0.40872
45952	0.62776
45953	0.66859
45954	0.65564
45955	0.59606
45956	0.51747
45957	0.34865
45958	0.44922
45959	0.53248
45960	0.33242
45961	0.3436
45962	0.43754
45963	0.4288
45964	0.42755
45965	0.41955
45966	0.42082
45967	0.43234
45968	0.40726
45969	0.33466
45970	0.5671
45971	0.53293
45972	0.48113
45973	0.46645
45974	0.59377
45975	0.52207
45976	0.49217
45977	0.73452
45978	1.1673
45979	1.1464
45980	0.96117
45981	0.84679
45982	0.98156
45983	0.69465
45984	0.6576
45985	0.95519
45986	0.79336
45987	0.72898
45988	0.75764
45989	0.73027
45990	0.72727
45991	1.1388
45992	0.98237
45993	1.1431
45994	0.93066
45995	0.81222
45996	1.045
45997	0.86414
45998	1.0236
45999	1.2585
46000	1.4958
46001	1.2882
46002	1.329
46003	1.1108
46004	1.0237
46005	1.4415
46006	1.1981
46007	1.0806
46008	1.7562
46009	2.4509
46010	2.6461
46011	2.1033
46012	2.2744
46013	2.3787
46014	2.1735
46015	1.7237
46016	1.8986
46017	1.3618
46018	1.2386
46019	1.4315
46020	1.7079
46021	2.246
46022	2.9056
46023	2.7026
46024	1.337
46025	1.103
46026	1.1139
46027	1.3741
46028	1.4436
46029	1.8431
46030	1.6092
46031	2.5523
46032	2.3811
46033	1.5552
46034	1.5523
46035	0.54488
46036	0.73941
46037	0.80566
46038	0.69472
46039	1.1586
46040	0.87614
46041	1.189
46042	0.29076
46043	1.1237
46044	0.75039
46045	1.0211
46046	0.61216
46047	0.94434
46048	0.77636
46049	0.37496
46050	0.11127
46051	0.24081
46052	0.38083
46053	0.419
46054	0.57064
46055	0.72098
46056	0.95949
46057	0.98302
46058	1.2884
46059	1.22
46060	1.2357
46061	1.186
46062	0.8954
46063	1.3119
46064	1.3065
46065	1.1807
46066	0.4995
46067	0.63407
46068	0.67541
46069	0.61299
46070	0.46142
46071	0.58268
46072	0.43694
46073	0.49279
46074	0.32556
46075	0.35575
46076	0.68124
46077	0.57672
46078	0.98355
46079	0.916
46080	0.80601
46081	0.96653
46082	0.98155
46083	0.80993
46084	0.67352
46085	0.76673
46086	0.9314
46087	0.58525
46088	0.80471
46089	0.96282
46090	0.46225
46091	0.56935
46092	0.35788
46093	0.48956
46094	0.66758
46095	0.71034
46096	0.32926
46097	0.31995
46098	0.39384
46099	0.38827
46100	1.3794
46101	1.4274
46102	1.4199
46103	1.1608
46104	1.0686
46105	0.92314
46106	1.0688
46107	1.1921
46108	1.0301
46109	1.423
46110	1.2699
46111	1.2685
46112	1.1426
46113	1.0295
46114	1.3406
46115	1.4374
46116	1.4978
46117	0.84403
46118	0.78737
46119	1.8023
46120	2.5199
46121	2.6279
46122	1.9967
46123	1.824
46124	2.2182
46125	1.7876
46126	1.7575
46127	2.2458
46128	2.3223
46129	2.4322
46130	1.8813
46131	1.7455
46132	2.2866
46133	2.3696
46134	1.9668
46135	1.9854
46136	1.7429
46137	1.6145
46138	1.7062
46139	1.2201
46140	1.1012
46141	1.1174
46142	1.6683
46143	1.3914
46144	1.4414
46145	1.2351
46146	1.6665
46147	1.2294
46148	1.1964
46149	1.3158
46150	2.1919
46151	2.0752
46152	1.8483
46153	3.2214
46154	1.6628
46155	1.8453
46156	1.301
46157	1.5262
46158	1.1229
46159	1.4079
46160	2.044
46161	1.1018
46162	1.2159
46163	0.90849
46164	1.045
46165	1.311
46166	1.4948
46167	0.91103
46168	0.96582
46169	0.86267
46170	1.0928
46171	0.79376
46172	0.96808
46173	0.91683
46174	0.95015
46175	0.93328
46176	0.90495
46177	0.97755
46178	0.92759
46179	1.1603
46180	0.39481
46181	0.52917
46182	0.41231
46183	0.6647
46184	0.79965
46185	0.76102
46186	0.37907
46187	0.40285
46188	0.42933
46189	0.43647
46190	0.72214
46191	0.58279
46192	0.38887
46193	0.45041
46194	0.57116
46195	0.58375
46196	0.7911
46197	0.68417
46198	0.63075
46199	0.47648
46200	0.50008
46201	0.59003
46202	0.58038
46203	0.60756
46204	0.56001
46205	0.71312
46206	0.95013
46207	0.62786
46208	1.3391
46209	1.048
46210	0.62615
46211	0.7433
46212	0.87786
46213	1.2193
46214	0.83612
46215	1.3171
46216	1.1723
46217	1.5067
46218	1.3368
46219	0.88685
46220	1.2083
46221	1.3142
46222	1.2181
46223	2.0691
46224	2.0443
46225	1.746
46226	0.93935
46227	1.0853
46228	2.1219
46229	1.6945
46230	1.4122
46231	1.0921
46232	1.6778
46233	0.88918
46234	1.1643
46235	1.1461
46236	1.0174
46237	0.91329
46238	0.9382
46239	0.93025
46240	0.85253
46241	0.81981
46242	1.0073
46243	1.1086
46244	0.81282
46245	0.83266
46246	1.0446
46247	1.1757
46248	1.1416
46249	1.0224
46250	1.1667
46251	1.0783
46252	1.0607
46253	0.85138
46254	1.0004
46255	0.87591
46256	0.80667
46257	0.80502
46258	0.73695
46259	0.98129
46260	1.0526
46261	1.0917
46262	1.0609
46263	1.1021
46264	1.0261
46265	0.90602
46266	0.88921
46267	0.66717
46268	0.74504
46269	1.0514
46270	1.0211
46271	0.90473
46272	0.86347
46273	1.0601
46274	0.89732
46275	1.1173
46276	1.457
46277	0.83839
46278	0.86075
46279	0.79949
46280	0.97072
46281	1.2588
46282	0.92557
46283	1.591
46284	1.1121
46285	0.95687
46286	1.3893
46287	0.89625
46288	1.6021
46289	1.4712
46290	1.2872
46291	1.3075
46292	1.5476
46293	0.31807
46294	0.32054
46295	0.35233
46296	0.2626
46297	0.25839
46298	0.16562
46299	0.20526
46300	0.26451
46301	0.16846
46302	0.15607
46303	0.13314
46304	0.13151
46305	0.11527
46306	1.0766
46307	1.0391
46308	1.0566
46309	0.94681
46310	0.99547
46311	0.99842
46312	0.98654
46313	1.276
46314	1.2888
46315	1.2831
46316	1.7286
46317	1.74
46318	1.7253
46319	1.5499
46320	1.6146
46321	1.7091
46322	1.8788
46323	1.7461
46324	1.8799
46325	1.7969
46326	1.8643
46327	1.8099
46328	1.8756
46329	1.8286
46330	1.7273
46331	0.94299
46332	0.98678
46333	0.85748
46334	0.90205
46335	0.77251
46336	0.92298
46337	0.8114
46338	0.80052
46339	0.70745
46340	0.61424
46341	0.67524
46342	0.73782
46343	0.73718
46344	0.70374
46345	0.77282
46346	0.75145
46347	0.81055
46348	0.70632
46349	0.76355
46350	1.6294
46351	1.659
46352	1.129
46353	0.91974
46354	1.3477
46355	0.96358
46356	1.0505
46357	0.99431
46358	1.1548
46359	1.108
46360	1.6163
46361	1.5057
46362	1.3742
46363	1.2834
46364	1.4206
46365	1.7985
46366	1.7549
46367	1.5869
46368	1.7666
46369	1.5253
46370	1.3881
46371	1.6125
46372	1.7557
46373	1.8174
46374	2.0297
46375	2.3222
46376	2.3182
46377	2.281
46378	2.0494
46379	2.2864
46380	2.1549
46381	2.4461
46382	2.6737
46383	2.4522
46384	2.1769
46385	2.8528
46386	2.7137
46387	3.0377
46388	1.8306
46389	2.0363
46390	1.7556
46391	1.7225
46392	1.7778
46393	1.9813
46394	1.9401
46395	1.9058
46396	2.1119
46397	2.1109
46398	2.307
46399	1.0935
46400	0.79186
46401	0.99948
46402	1.1416
46403	0.60419
46404	1.335
46405	0.89608
46406	1.0534
46407	1.4558
46408	1.1186
46409	0.89099
46410	1.3248
46411	1.3254
46412	5.5548
46413	5.607
46414	5.5268
46415	4.593
46416	5.8016
46417	5.6103
46418	5.3945
46419	5.8742
46420	5.9305
46421	5.8024
46422	5.3182
46423	5.5182
46424	5.9155
46425	5.3736
46426	4.1678
46427	1.164
46428	1.0635
46429	0.84326
46430	1.2256
46431	1.1159
46432	1.0965
46433	0.76725
46434	0.69059
46435	0.69256
46436	1.4089
46437	1.4008
46438	1.0286
46439	1.1376
46440	0.85124
46441	0.80832
46442	0.68503
46443	0.65881
46444	1.4582
46445	4.9525
46446	3.9538
46447	4.6489
46448	3.8098
46449	3.5238
46450	5.1226
46451	4.9235
46452	4.5078
46453	4.6454
46454	4.0922
46455	4.9345
46456	4.9343
46457	4.4771
46458	4.4774
46459	4.4251
46460	4.4265
46461	4.0756
46462	4.076
46463	5.3633
46464	5.7243
46465	5.1963
46466	5.3637
46467	5.7263
46468	5.9281
46469	5.1965
46470	5.3919
46471	5.7721
46472	2.1812
46473	1.8269
46474	1.2678
46475	2.8371
46476	2.2887
46477	1.3649
46478	1.3709
46479	1.1445
46480	1.342
46481	1.8964
46482	2.1934
46483	1.8219
46484	1.2302
46485	1.2241
46486	2.7188
46487	2.0938
46488	1.8633
46489	1.4342
46490	2.8325
46491	0.41722
46492	0.39077
46493	0.67732
46494	0.52971
46495	0.67672
46496	0.56867
46497	0.42256
46498	0.50191
46499	0.37861
46500	0.32319
46501	0.35912
46502	0.25473
46503	0.53142
46504	0.56704
46505	0.4555
46506	0.31379
46507	0.60976
46508	0.6116
46509	0.7643
46510	0.78473
46511	0.72339
46512	2.7823
46513	2.1926
46514	3.3681
46515	2.6291
46516	1.8202
46517	2.6591
46518	2.9024
46519	2.5274
46520	3.2898
46521	3.1599
46522	1.8551
46523	2.0971
46524	1.7296
46525	1.8599
46526	2.1802
46527	1.6877
46528	2.1157
46529	2.4753
46530	2.6953
46531	2.2405
46532	1.9367
46533	2.2771
46534	2.6097
46535	2.3341
46536	1.7461
46537	4.0122
46538	4.2197
46539	4.4906
46540	4.1843
46541	3.5285
46542	3.728
46543	5.1782
46544	4.7801
46545	4.9619
46546	4.1612
46547	5.1016
46548	5.7937
46549	5.0818
46550	5.1829
46551	4.8202
46552	4.7819
46553	1.2571
46554	1.1251
46555	1.2087
46556	1.292
46557	1.2606
46558	1.2608
46559	1.0887
46560	1.2127
46561	1.0783
46562	1.0326
46563	0.89
46564	0.83968
46565	0.95744
46566	1.2179
46567	1.1378
46568	1.254
46569	1.2445
46570	1.1703
46571	1.0438
46572	1.1748
46573	1.0366
46574	0.90787
46575	0.8171
46576	0.79041
46577	0.79325
46578	0.90251
46579	0.8717
46580	0.81765
46581	0.95802
46582	0.97785
46583	0.78279
46584	0.78423
46585	0.95929
46586	0.86157
46587	0.94317
46588	0.84108
46589	0.57916
46590	0.57378
46591	0.64074
46592	0.68521
46593	0.68444
46594	0.40919
46595	0.78926
46596	0.66082
46597	0.60517
46598	0.26802
46599	0.34647
46600	0.51486
46601	0.59895
46602	0.7336
46603	0.63304
46604	0.39591
46605	0.40071
46606	3.8219
46607	3.3098
46608	2.9936
46609	3.7013
46610	2.5322
46611	2.9854
46612	2.5971
46613	3.0366
46614	3.0555
46615	3.3023
46616	3.1214
46617	2.7847
46618	2.4123
46619	2.5892
46620	3.3062
46621	4.5063
46622	4.5311
46623	3.93
46624	4.2434
46625	4.3168
46626	4.7558
46627	4.7133
46628	4.5615
46629	3.9222
46630	4.2302
46631	3.9228
46632	3.9979
46633	3.9516
46634	4.2878
46635	3.9308
46636	4.338
46637	3.9197
46638	4.5997
46639	4.4273
46640	4.8505
46641	4.5534
46642	4.655
46643	4.552
46644	4.1065
46645	4.1044
46646	4.6873
46647	4.3573
46648	3.9811
46649	4.2107
46650	3.8622
46651	3.7314
46652	3.9811
46653	3.7355
46654	11.724
46655	11.692
46656	11.721
46657	11.725
46658	11.69
46659	11.738
46660	11.813
46661	11.741
46662	11.837
46663	11.636
46664	11.829
46665	11.778
46666	11.779
46667	11.631
46668	11.77
46669	11.995
46670	11.827
46671	11.674
46672	11.676
46673	11.564
46674	11.766
46675	11.538
46676	11.608
46677	11.712
46678	11.723
46679	11.181
46680	10.734
46681	11.222
46682	11.363
46683	11.583
46684	12.122
46685	10.67
46686	11.202
46687	10.682
46688	10.667
46689	12.035
46690	11.66
46691	11.211
46692	11.714
46693	11.195
46694	11.578
46695	10.799
46696	10.82
46697	12.092
46698	12.093
46699	12.104
46700	12.226
46701	12.287
46702	12.369
46703	11.926
46704	11.961
46705	11.959
46706	12.283
46707	12.435
46708	3.912
46709	4.179
46710	3.8566
46711	3.6779
46712	4.1621
46713	3.6748
46714	3.598
46715	3.4304
46716	4.5848
46717	4.2788
46718	2.8566
46719	3.282
46720	4.2755
46721	4.4814
46722	4.3174
46723	3.8701
46724	9.1085
46725	8.8116
46726	8.9894
46727	8.8158
46728	8.6667
46729	8.763
46730	8.7114
46731	8.8111
46732	8.738
46733	8.8732
46734	9.2121
46735	8.6186
46736	8.6695
46737	8.5131
46738	8.4144
46739	8.3959
46740	8.1559
46741	8.8345
46742	8.6668
46743	8.4747
46744	8.3419
46745	1.7765
46746	1.924
46747	1.3748
46748	1.4985
46749	1.666
46750	1.5684
46751	2.0302
46752	2.118
46753	2.038
46754	1.981
46755	2.1863
46756	2.291
46757	1.3104
46758	1.7155
46759	2.2653
46760	2.3929
46761	1.7697
46762	1.636
46763	0.67218
46764	0.69113
46765	0.75118
46766	0.91514
46767	1.1269
46768	0.96629
46769	0.82278
46770	0.95991
46771	0.81494
46772	0.91652
46773	0.76227
46774	0.78781
46775	1.051
46776	1.1063
46777	1.1402
46778	1.1307
46779	1.1354
46780	1.0629
46781	1.0667
46782	0.99361
46783	0.94085
46784	0.99444
46785	1.2131
46786	0.92416
46787	0.8861
46788	0.75813
46789	0.81535
46790	0.94562
46791	0.8298
46792	1.0863
46793	0.74028
46794	0.69936
46795	0.60688
46796	0.67945
46797	0.96088
46798	0.78235
46799	0.96532
46800	1.1838
46801	1.0075
46802	0.97425
46803	0.85695
46804	0.77755
46805	0.92831
46806	0.86751
46807	1.2392
46808	0.93008
46809	1.0356
46810	0.74639
46811	0.69107
46812	0.76446
46813	0.74414
46814	1.1997
46815	1.0826
46816	14.052
46817	13.531
46818	13.181
46819	13.568
46820	13.93
46821	12.458
46822	13.367
46823	13.723
46824	13.397
46825	13.253
46826	12.517
46827	12.454
46828	12.514
46829	14.291
46830	13.77
46831	13.632
46832	11.449
46833	11.541
46834	11.396
46835	11.281
46836	11.254
46837	11.444
46838	11.489
46839	11.486
46840	11.487
46841	11.466
46842	11.183
46843	11.279
46844	11.99
46845	12.159
46846	12.214
46847	11.905
46848	12.073
46849	12.282
46850	11.937
46851	11.99
46852	11.969
46853	12.156
46854	11.567
46855	11.558
46856	11.422
46857	11.427
46858	11.632
46859	11.569
46860	11.433
46861	11.633
46862	11.582
46863	11.634
46864	11.356
46865	11.743
46866	11.622
46867	11.638
46868	0.95965
46869	0.77229
46870	0.83953
46871	0.84968
46872	0.77351
46873	0.73821
46874	0.65402
46875	0.86342
46876	0.8522
46877	0.83838
46878	0.98318
46879	0.88297
46880	0.99404
46881	0.93949
46882	0.9301
46883	5.4455
46884	6.9601
46885	6.1468
46886	5.0254
46887	5.3747
46888	5.1749
46889	6.3357
46890	6.5593
46891	5.5455
46892	4.9831
46893	4.6343
46894	5.1209
46895	9.1193
46896	8.492
46897	7.3664
46898	11.241
46899	7.2333
46900	10.573
46901	7.1658
46902	5.04
46903	3.7705
46904	3.6966
46905	3.5198
46906	3.4392
46907	3.456
46908	3.2527
46909	3.254
46910	3.7353
46911	3.7902
46912	3.2455
46913	3.5086
46914	3.565
46915	3.8678
46916	3.7268
46917	3.3225
46918	3.5085
46919	2.14
46920	1.9064
46921	2.2677
46922	2.1446
46923	1.9705
46924	2.1038
46925	2.3088
46926	2.1584
46927	2.3063
46928	2.153
46929	1.938
46930	1.8451
46931	2.2568
46932	1.0034
46933	1.0302
46934	1.0782
46935	1.0278
46936	1.0716
46937	0.95357
46938	2.614
46939	2.3219
46940	1.992
46941	1.6015
46942	1.9774
46943	1.3759
46944	1.2808
46945	1.1836
46946	1.1351
46947	1.7113
46948	1.2978
46949	1.5116
46950	1.3224
46951	1.3463
46952	1.1902
46953	0.33248
46954	0.21054
46955	0.17695
46956	0.47164
46957	0.34423
46958	0.24805
46959	0.28759
46960	0.24151
46961	0.37583
46962	0.10834
46963	0.12051
46964	0.24258
46965	0.20759
46966	2.793
46967	2.3677
46968	2.1425
46969	2.0849
46970	2.0298
46971	2.5457
46972	2.5794
46973	2.011
46974	2.4065
46975	2.2027
46976	2.3409
46977	2.0709
46978	2.27
46979	2.3081
46980	2.3916
46981	2.1378
46982	2.1652
46983	2.1824
46984	2.4063
46985	2.4479
46986	2.5515
46987	2.5868
46988	3.0415
46989	2.279
46990	2.6502
46991	2.6942
46992	3.0245
46993	2.9336
46994	2.547
46995	2.2549
46996	2.3555
46997	0.74972
46998	0.6629
46999	0.63229
47000	0.55955
47001	0.85349
47002	0.80659
47003	0.76807
47004	0.72054
47005	1.224
47006	1.792
47007	1.5281
47008	1.7143
47009	1.8318
47010	1.7397
47011	1.2727
47012	1.7217
47013	1.5795
47014	1.8194
47015	1.8653
47016	1.6972
47017	1.8029
