Node Number	X Location (in)	Y Location (in)	Z Location (in)	
802	-1.15	-0.4	0.	
803	-1.15	-0.35	0.	
804	-1.15	-0.3	0.	
805	-1.15	-0.25	0.	
806	-1.15	-0.2	0.	
807	-1.15	-0.15	0.	
808	-1.15	-0.1	0.	
809	-1.15	-5.e-002	0.	
810	-1.15	-3.4148e-016	0.	
811	-1.15	5.e-002	0.	
812	-1.15	1.e-001	0.	
813	-1.15	0.15	0.	
814	-1.15	0.2	0.	
815	-1.15	0.25	0.	
816	-1.15	0.3	0.	
817	-1.15	0.35	0.	
818	-1.15	0.4	0.	
819	-1.15	0.45	0.	
820	-1.15	0.5	0.	
821	-1.15	0.55	0.	
822	-1.15	0.6	0.	
823	-1.15	0.65	0.	
824	-1.15	0.7	0.	
825	-1.15	0.75	0.	
826	-1.15	0.8	0.	
827	-1.15	0.85	0.	
828	-1.4129	1.3421	1.1079	
829	-1.4668	1.3961	1.2726	
830	-1.4439	1.3732	1.1181	
831	-1.4687	1.398	1.1465	
832	-1.4821	1.4114	1.1874	
833	-1.4814	1.4107	1.2325	
834	-1.3421	1.4129	1.1079	
835	-1.3775	1.3775	1.1079	
836	-1.3961	1.4668	1.2726	
837	-1.4107	1.4814	1.2325	
838	-1.4114	1.4821	1.1874	
839	-1.398	1.4687	1.1465	
840	-1.3732	1.4439	1.1181	
841	-1.4314	1.4314	1.2726	
842	1.3421	1.4129	1.1079	
843	1.3961	1.4668	1.2726	
844	1.3732	1.4439	1.1181	
845	1.398	1.4687	1.1465	
846	1.4114	1.4821	1.1874	
847	1.4107	1.4814	1.2325	
848	1.4129	1.3421	1.1079	
849	1.3775	1.3775	1.1079	
850	1.4668	1.3961	1.2726	
851	1.4814	1.4107	1.2325	
852	1.4821	1.4114	1.1874	
853	1.4687	1.398	1.1465	
854	1.4439	1.3732	1.1181	
855	1.4314	1.4314	1.2726	
856	-0.44962	0.52033	2.85	
857	-0.47215	0.54287	2.8124	
858	-0.49469	0.5654	2.7749	
859	-0.51722	0.58793	2.7373	
860	-0.53976	0.61047	2.6998	
861	-0.56229	0.633	2.6622	
862	-0.58483	0.65554	2.6247	
863	-0.60736	0.67807	2.5871	
864	-0.62989	0.7006	2.5495	
865	-0.65243	0.72314	2.512	
866	-0.67496	0.74567	2.4744	
867	-0.6975	0.76821	2.4369	
868	-0.72003	0.79074	2.3993	
869	-0.74256	0.81328	2.3618	
870	-0.7651	0.83581	2.3242	
871	-0.78763	0.85834	2.2866	
872	-0.81017	0.88088	2.2491	
873	-0.8327	0.90341	2.2115	
874	-0.85524	0.92595	2.174	
875	-0.87777	0.94848	2.1364	
876	-0.9003	0.97101	2.0989	
877	-0.92284	0.99355	2.0613	
878	-0.94537	1.0161	2.0237	
879	-0.96791	1.0386	1.9862	
880	-0.99044	1.0612	1.9486	
881	-1.013	1.0837	1.9111	
882	-1.0355	1.1062	1.8735	
883	-1.058	1.1288	1.836	
884	-1.0806	1.1513	1.7984	
885	-1.1031	1.1738	1.7608	
886	-1.1256	1.1964	1.7233	
887	-1.1482	1.2189	1.6857	
888	-1.1707	1.2414	1.6482	
889	-1.1932	1.264	1.6106	
890	-1.2158	1.2865	1.5731	
891	-1.2383	1.309	1.5355	
892	-1.2609	1.3316	1.4979	
893	-1.2834	1.3541	1.4604	
894	-1.3059	1.3766	1.4228	
895	-1.3285	1.3992	1.3853	
896	-1.351	1.4217	1.3477	
897	-1.3735	1.4442	1.3102	
898	-0.52033	0.44962	2.85	
899	-0.48498	0.48498	2.85	
900	-1.4442	1.3735	1.3102	
901	-1.4217	1.351	1.3477	
902	-1.3992	1.3285	1.3853	
903	-1.3766	1.3059	1.4228	
904	-1.3541	1.2834	1.4604	
905	-1.3316	1.2609	1.4979	
906	-1.309	1.2383	1.5355	
907	-1.2865	1.2158	1.5731	
908	-1.264	1.1932	1.6106	
909	-1.2414	1.1707	1.6482	
910	-1.2189	1.1482	1.6857	
911	-1.1964	1.1256	1.7233	
912	-1.1738	1.1031	1.7608	
913	-1.1513	1.0806	1.7984	
914	-1.1288	1.058	1.836	
915	-1.1062	1.0355	1.8735	
916	-1.0837	1.013	1.9111	
917	-1.0612	0.99044	1.9486	
918	-1.0386	0.96791	1.9862	
919	-1.0161	0.94537	2.0237	
920	-0.99355	0.92284	2.0613	
921	-0.97101	0.9003	2.0989	
922	-0.94848	0.87777	2.1364	
923	-0.92595	0.85524	2.174	
924	-0.90341	0.8327	2.2115	
925	-0.88088	0.81017	2.2491	
926	-0.85834	0.78763	2.2866	
927	-0.83581	0.7651	2.3242	
928	-0.81328	0.74256	2.3618	
929	-0.79074	0.72003	2.3993	
930	-0.76821	0.6975	2.4369	
931	-0.74567	0.67496	2.4744	
932	-0.72314	0.65243	2.512	
933	-0.7006	0.62989	2.5495	
934	-0.67807	0.60736	2.5871	
935	-0.65554	0.58483	2.6247	
936	-0.633	0.56229	2.6622	
937	-0.61047	0.53976	2.6998	
938	-0.58793	0.51722	2.7373	
939	-0.5654	0.49469	2.7749	
940	-0.54287	0.47215	2.8124	
941	0.52033	0.44962	2.85	
942	0.54287	0.47215	2.8124	
943	0.5654	0.49469	2.7749	
944	0.58793	0.51722	2.7373	
945	0.61047	0.53976	2.6998	
946	0.633	0.56229	2.6622	
947	0.65554	0.58483	2.6247	
948	0.67807	0.60736	2.5871	
949	0.7006	0.62989	2.5495	
950	0.72314	0.65243	2.512	
951	0.74567	0.67496	2.4744	
952	0.76821	0.6975	2.4369	
953	0.79074	0.72003	2.3993	
954	0.81328	0.74256	2.3618	
955	0.83581	0.7651	2.3242	
956	0.85834	0.78763	2.2866	
957	0.88088	0.81017	2.2491	
958	0.90341	0.8327	2.2115	
959	0.92595	0.85524	2.174	
960	0.94848	0.87777	2.1364	
961	0.97101	0.9003	2.0989	
962	0.99355	0.92284	2.0613	
963	1.0161	0.94537	2.0237	
964	1.0386	0.96791	1.9862	
965	1.0612	0.99044	1.9486	
966	1.0837	1.013	1.9111	
967	1.1062	1.0355	1.8735	
968	1.1288	1.058	1.836	
969	1.1513	1.0806	1.7984	
970	1.1738	1.1031	1.7608	
971	1.1964	1.1256	1.7233	
972	1.2189	1.1482	1.6857	
973	1.2414	1.1707	1.6482	
974	1.264	1.1932	1.6106	
975	1.2865	1.2158	1.5731	
976	1.309	1.2383	1.5355	
977	1.3316	1.2609	1.4979	
978	1.3541	1.2834	1.4604	
979	1.3766	1.3059	1.4228	
980	1.3992	1.3285	1.3853	
981	1.4217	1.351	1.3477	
982	1.4442	1.3735	1.3102	
983	0.44962	0.52033	2.85	
984	0.48498	0.48498	2.85	
985	0.47215	0.54287	2.8124	
986	0.49469	0.5654	2.7749	
987	0.51722	0.58793	2.7373	
988	0.53976	0.61047	2.6998	
989	0.56229	0.633	2.6622	
990	0.58483	0.65554	2.6247	
991	0.60736	0.67807	2.5871	
992	0.62989	0.7006	2.5495	
993	0.65243	0.72314	2.512	
994	0.67496	0.74567	2.4744	
995	0.6975	0.76821	2.4369	
996	0.72003	0.79074	2.3993	
997	0.74256	0.81328	2.3618	
998	0.7651	0.83581	2.3242	
999	0.78763	0.85834	2.2866	
1000	0.81017	0.88088	2.2491	
1001	0.8327	0.90341	2.2115	
1002	0.85524	0.92595	2.174	
1003	0.87777	0.94848	2.1364	
1004	0.9003	0.97101	2.0989	
1005	0.92284	0.99355	2.0613	
1006	0.94537	1.0161	2.0237	
1007	0.96791	1.0386	1.9862	
1008	0.99044	1.0612	1.9486	
1009	1.013	1.0837	1.9111	
1010	1.0355	1.1062	1.8735	
1011	1.058	1.1288	1.836	
1012	1.0806	1.1513	1.7984	
1013	1.1031	1.1738	1.7608	
1014	1.1256	1.1964	1.7233	
1015	1.1482	1.2189	1.6857	
1016	1.1707	1.2414	1.6482	
1017	1.1932	1.264	1.6106	
1018	1.2158	1.2865	1.5731	
1019	1.2383	1.309	1.5355	
1020	1.2609	1.3316	1.4979	
1021	1.2834	1.3541	1.4604	
1022	1.3059	1.3766	1.4228	
1023	1.3285	1.3992	1.3853	
1024	1.351	1.4217	1.3477	
1025	1.3735	1.4442	1.3102	
1026	0.42929	0.5	1.1079	
1027	0.42929	0.5	0.75	
1028	0.42929	0.5	1.0632	
1029	0.42929	0.5	1.0184	
1030	0.42929	0.5	0.97369	
1031	0.42929	0.5	0.92895	
1032	0.42929	0.5	0.88421	
1033	0.42929	0.5	0.83948	
1034	0.42929	0.5	0.79474	
1035	1.307	1.3777	1.1079	
1036	1.2719	1.3426	1.1079	
1037	1.2368	1.3075	1.1079	
1038	1.2017	1.2724	1.1079	
1039	1.1666	1.2373	1.1079	
1040	1.1315	1.2022	1.1079	
1041	1.0964	1.1671	1.1079	
1042	1.0613	1.132	1.1079	
1043	1.0262	1.0969	1.1079	
1044	0.99104	1.0618	1.1079	
1045	0.95593	1.0266	1.1079	
1046	0.92082	0.99153	1.1079	
1047	0.88571	0.95643	1.1079	
1048	0.85061	0.92132	1.1079	
1049	0.8155	0.88621	1.1079	
1050	0.78039	0.8511	1.1079	
1051	0.74528	0.81599	1.1079	
1052	0.71017	0.78088	1.1079	
1053	0.67506	0.74577	1.1079	
1054	0.63995	0.71066	1.1079	
1055	0.60484	0.67555	1.1079	
1056	0.56973	0.64044	1.1079	
1057	0.53462	0.60533	1.1079	
1058	0.49951	0.57022	1.1079	
1059	0.4644	0.53511	1.1079	
1060	0.42929	0.5	2.85	
1061	0.42929	0.5	3.25	
1062	0.42929	0.5	3.2	
1063	0.42929	0.5	3.15	
1064	0.42929	0.5	3.1	
1065	0.42929	0.5	3.05	
1066	0.42929	0.5	3.	
1067	0.42929	0.5	2.95	
1068	0.42929	0.5	2.9	
1069	0.46464	0.53536	3.25	
1070	1.8878	1.9586	0.87799	
1071	1.8653	1.936	0.91564	
1072	1.8427	1.9134	0.95329	
1073	1.8201	1.8908	0.99094	
1074	1.7975	1.8682	1.0286	
1075	1.7749	1.8456	1.0662	
1076	1.7523	1.823	1.1039	
1077	1.7297	1.8004	1.1415	
1078	1.7071	1.7778	1.1792	
1079	1.6845	1.7552	1.2168	
1080	1.6619	1.7327	1.2545	
1081	1.6394	1.7101	1.2922	
1082	1.6168	1.6875	1.3298	
1083	1.5942	1.6649	1.3675	
1084	1.5716	1.6423	1.4051	
1085	1.549	1.6197	1.4428	
1086	1.5264	1.5971	1.4804	
1087	1.5038	1.5745	1.5181	
1088	1.4812	1.5519	1.5557	
1089	1.4586	1.5293	1.5934	
1090	1.436	1.5067	1.631	
1091	1.4134	1.4842	1.6687	
1092	1.3909	1.4616	1.7063	
1093	1.3683	1.439	1.744	
1094	1.3457	1.4164	1.7816	
1095	1.3231	1.3938	1.8193	
1096	1.3005	1.3712	1.8569	
1097	1.2779	1.3486	1.8946	
1098	1.2553	1.326	1.9322	
1099	1.2327	1.3034	1.9699	
1100	1.2101	1.2808	2.0075	
1101	1.1875	1.2583	2.0452	
1102	1.165	1.2357	2.0828	
1103	1.1424	1.2131	2.1205	
1104	1.1198	1.1905	2.1581	
1105	1.0972	1.1679	2.1958	
1106	1.0746	1.1453	2.2334	
1107	1.052	1.1227	2.2711	
1108	1.0294	1.1001	2.3087	
1109	1.0068	1.0775	2.3464	
1110	0.98423	1.0549	2.384	
1111	0.96164	1.0323	2.4217	
1112	0.93905	1.0098	2.4593	
1113	0.91646	0.98717	2.497	
1114	0.89387	0.96458	2.5346	
1115	0.87127	0.94199	2.5723	
1116	0.84868	0.91939	2.6099	
1117	0.82609	0.8968	2.6476	
1118	0.8035	0.87421	2.6852	
1119	0.78091	0.85162	2.7229	
1120	0.75832	0.82903	2.7605	
1121	0.73573	0.80644	2.7982	
1122	0.71314	0.78385	2.8358	
1123	0.69055	0.76126	2.8735	
1124	0.66796	0.73867	2.9111	
1125	0.64537	0.71608	2.9488	
1126	0.62278	0.69349	2.9864	
1127	0.60019	0.6709	3.0241	
1128	0.5776	0.64831	3.0617	
1129	0.55501	0.62572	3.0994	
1130	0.53242	0.60313	3.137	
1131	0.50983	0.58054	3.1747	
1132	0.48724	0.55795	3.2123	
1133	1.8878	1.9586	0.75	
1134	1.8878	1.9586	0.79266	
1135	1.8878	1.9586	0.83533	
1136	1.8531	1.9238	0.75	
1137	1.8184	1.8891	0.75	
1138	1.7837	1.8544	0.75	
1139	1.7489	1.8196	0.75	
1140	1.7142	1.7849	0.75	
1141	1.6795	1.7502	0.75	
1142	1.6448	1.7155	0.75	
1143	1.61	1.6807	0.75	
1144	1.5753	1.646	0.75	
1145	1.5406	1.6113	0.75	
1146	1.5058	1.5766	0.75	
1147	1.4711	1.5418	0.75	
1148	1.4364	1.5071	0.75	
1149	1.4017	1.4724	0.75	
1150	1.3669	1.4376	0.75	
1151	1.3322	1.4029	0.75	
1152	1.2975	1.3682	0.75	
1153	1.2628	1.3335	0.75	
1154	1.228	1.2987	0.75	
1155	1.1933	1.264	0.75	
1156	1.1586	1.2293	0.75	
1157	1.1238	1.1946	0.75	
1158	1.0891	1.1598	0.75	
1159	1.0544	1.1251	0.75	
1160	1.0197	1.0904	0.75	
1161	0.98493	1.0556	0.75	
1162	0.9502	1.0209	0.75	
1163	0.91548	0.98619	0.75	
1164	0.88075	0.95146	0.75	
1165	0.84602	0.91673	0.75	
1166	0.81129	0.882	0.75	
1167	0.77657	0.84728	0.75	
1168	0.74184	0.81255	0.75	
1169	0.70711	0.77782	0.75	
1170	0.67238	0.74309	0.75	
1171	0.63766	0.70837	0.75	
1172	0.60293	0.67364	0.75	
1173	0.5682	0.63891	0.75	
1174	0.53347	0.60418	0.75	
1175	0.49874	0.56946	0.75	
1176	0.46402	0.53473	0.75	
1177	0.5	0.42929	2.85	
1178	0.5	0.42929	1.1079	
1179	1.3777	1.307	1.1079	
1180	1.3426	1.2719	1.1079	
1181	1.3075	1.2368	1.1079	
1182	1.2724	1.2017	1.1079	
1183	1.2373	1.1666	1.1079	
1184	1.2022	1.1315	1.1079	
1185	1.1671	1.0964	1.1079	
1186	1.132	1.0613	1.1079	
1187	1.0969	1.0262	1.1079	
1188	1.0618	0.99104	1.1079	
1189	1.0266	0.95593	1.1079	
1190	0.99153	0.92082	1.1079	
1191	0.95643	0.88571	1.1079	
1192	0.92132	0.85061	1.1079	
1193	0.88621	0.8155	1.1079	
1194	0.8511	0.78039	1.1079	
1195	0.81599	0.74528	1.1079	
1196	0.78088	0.71017	1.1079	
1197	0.74577	0.67506	1.1079	
1198	0.71066	0.63995	1.1079	
1199	0.67555	0.60484	1.1079	
1200	0.64044	0.56973	1.1079	
1201	0.60533	0.53462	1.1079	
1202	0.57022	0.49951	1.1079	
1203	0.53511	0.4644	1.1079	
1204	0.5	0.42929	0.75	
1205	0.5	0.42929	1.0632	
1206	0.5	0.42929	1.0184	
1207	0.5	0.42929	0.97369	
1208	0.5	0.42929	0.92895	
1209	0.5	0.42929	0.88421	
1210	0.5	0.42929	0.83948	
1211	0.5	0.42929	0.79474	
1212	1.9586	1.8878	0.75	
1213	1.9238	1.8531	0.75	
1214	1.8891	1.8184	0.75	
1215	1.8544	1.7837	0.75	
1216	1.8196	1.7489	0.75	
1217	1.7849	1.7142	0.75	
1218	1.7502	1.6795	0.75	
1219	1.7155	1.6448	0.75	
1220	1.6807	1.61	0.75	
1221	1.646	1.5753	0.75	
1222	1.6113	1.5406	0.75	
1223	1.5766	1.5058	0.75	
1224	1.5418	1.4711	0.75	
1225	1.5071	1.4364	0.75	
1226	1.4724	1.4017	0.75	
1227	1.4376	1.3669	0.75	
1228	1.4029	1.3322	0.75	
1229	1.3682	1.2975	0.75	
1230	1.3335	1.2628	0.75	
1231	1.2987	1.228	0.75	
1232	1.264	1.1933	0.75	
1233	1.2293	1.1586	0.75	
1234	1.1946	1.1238	0.75	
1235	1.1598	1.0891	0.75	
1236	1.1251	1.0544	0.75	
1237	1.0904	1.0197	0.75	
1238	1.0556	0.98493	0.75	
1239	1.0209	0.9502	0.75	
1240	0.98619	0.91548	0.75	
1241	0.95146	0.88075	0.75	
1242	0.91673	0.84602	0.75	
1243	0.882	0.81129	0.75	
1244	0.84728	0.77657	0.75	
1245	0.81255	0.74184	0.75	
1246	0.77782	0.70711	0.75	
1247	0.74309	0.67238	0.75	
1248	0.70837	0.63766	0.75	
1249	0.67364	0.60293	0.75	
1250	0.63891	0.5682	0.75	
1251	0.60418	0.53347	0.75	
1252	0.56946	0.49874	0.75	
1253	0.53473	0.46402	0.75	
1254	1.9586	1.8878	0.87799	
1255	1.9586	1.8878	0.79266	
1256	1.9586	1.8878	0.83533	
1257	0.53536	0.46464	3.25	
1258	1.936	1.8653	0.91564	
1259	1.9134	1.8427	0.95329	
1260	1.8908	1.8201	0.99094	
1261	1.8682	1.7975	1.0286	
1262	1.8456	1.7749	1.0662	
1263	1.823	1.7523	1.1039	
1264	1.8004	1.7297	1.1415	
1265	1.7778	1.7071	1.1792	
1266	1.7552	1.6845	1.2168	
1267	1.7327	1.6619	1.2545	
1268	1.7101	1.6394	1.2922	
1269	1.6875	1.6168	1.3298	
1270	1.6649	1.5942	1.3675	
1271	1.6423	1.5716	1.4051	
1272	1.6197	1.549	1.4428	
1273	1.5971	1.5264	1.4804	
1274	1.5745	1.5038	1.5181	
1275	1.5519	1.4812	1.5557	
1276	1.5293	1.4586	1.5934	
1277	1.5067	1.436	1.631	
1278	1.4842	1.4134	1.6687	
1279	1.4616	1.3909	1.7063	
1280	1.439	1.3683	1.744	
1281	1.4164	1.3457	1.7816	
1282	1.3938	1.3231	1.8193	
1283	1.3712	1.3005	1.8569	
1284	1.3486	1.2779	1.8946	
1285	1.326	1.2553	1.9322	
1286	1.3034	1.2327	1.9699	
1287	1.2808	1.2101	2.0075	
1288	1.2583	1.1875	2.0452	
1289	1.2357	1.165	2.0828	
1290	1.2131	1.1424	2.1205	
1291	1.1905	1.1198	2.1581	
1292	1.1679	1.0972	2.1958	
1293	1.1453	1.0746	2.2334	
1294	1.1227	1.052	2.2711	
1295	1.1001	1.0294	2.3087	
1296	1.0775	1.0068	2.3464	
1297	1.0549	0.98423	2.384	
1298	1.0323	0.96164	2.4217	
1299	1.0098	0.93905	2.4593	
1300	0.98717	0.91646	2.497	
1301	0.96458	0.89387	2.5346	
1302	0.94199	0.87127	2.5723	
1303	0.91939	0.84868	2.6099	
1304	0.8968	0.82609	2.6476	
1305	0.87421	0.8035	2.6852	
1306	0.85162	0.78091	2.7229	
1307	0.82903	0.75832	2.7605	
1308	0.80644	0.73573	2.7982	
1309	0.78385	0.71314	2.8358	
1310	0.76126	0.69055	2.8735	
1311	0.73867	0.66796	2.9111	
1312	0.71608	0.64537	2.9488	
1313	0.69349	0.62278	2.9864	
1314	0.6709	0.60019	3.0241	
1315	0.64831	0.5776	3.0617	
1316	0.62572	0.55501	3.0994	
1317	0.60313	0.53242	3.137	
1318	0.58054	0.50983	3.1747	
1319	0.55795	0.48724	3.2123	
1320	0.5	0.42929	3.25	
1321	0.5	0.42929	3.2	
1322	0.5	0.42929	3.15	
1323	0.5	0.42929	3.1	
1324	0.5	0.42929	3.05	
1325	0.5	0.42929	3.	
1326	0.5	0.42929	2.95	
1327	0.5	0.42929	2.9	
1328	-0.5	0.42929	1.1079	
1329	-0.5	0.42929	0.75	
1330	-0.5	0.42929	1.0632	
1331	-0.5	0.42929	1.0184	
1332	-0.5	0.42929	0.97369	
1333	-0.5	0.42929	0.92895	
1334	-0.5	0.42929	0.88421	
1335	-0.5	0.42929	0.83948	
1336	-0.5	0.42929	0.79474	
1337	-0.53511	0.4644	1.1079	
1338	-0.57022	0.49951	1.1079	
1339	-0.60533	0.53462	1.1079	
1340	-0.64044	0.56973	1.1079	
1341	-0.67555	0.60484	1.1079	
1342	-0.71066	0.63995	1.1079	
1343	-0.74577	0.67506	1.1079	
1344	-0.78088	0.71017	1.1079	
1345	-0.81599	0.74528	1.1079	
1346	-0.8511	0.78039	1.1079	
1347	-0.88621	0.8155	1.1079	
1348	-0.92132	0.85061	1.1079	
1349	-0.95643	0.88571	1.1079	
1350	-0.99153	0.92082	1.1079	
1351	-1.0266	0.95593	1.1079	
1352	-1.0618	0.99104	1.1079	
1353	-1.0969	1.0262	1.1079	
1354	-1.132	1.0613	1.1079	
1355	-1.1671	1.0964	1.1079	
1356	-1.2022	1.1315	1.1079	
1357	-1.2373	1.1666	1.1079	
1358	-1.2724	1.2017	1.1079	
1359	-1.3075	1.2368	1.1079	
1360	-1.3426	1.2719	1.1079	
1361	-1.3777	1.307	1.1079	
1362	-0.5	0.42929	2.85	
1363	-0.5	0.42929	3.25	
1364	-0.5	0.42929	2.9	
1365	-0.5	0.42929	2.95	
1366	-0.5	0.42929	3.	
1367	-0.5	0.42929	3.05	
1368	-0.5	0.42929	3.1	
1369	-0.5	0.42929	3.15	
1370	-0.5	0.42929	3.2	
1371	-0.53536	0.46464	3.25	
1372	-1.9586	1.8878	0.87799	
1373	-0.55795	0.48724	3.2123	
1374	-0.58054	0.50983	3.1747	
1375	-0.60313	0.53242	3.137	
1376	-0.62572	0.55501	3.0994	
1377	-0.64831	0.5776	3.0617	
1378	-0.6709	0.60019	3.0241	
1379	-0.69349	0.62278	2.9864	
1380	-0.71608	0.64537	2.9488	
1381	-0.73867	0.66796	2.9111	
1382	-0.76126	0.69055	2.8735	
1383	-0.78385	0.71314	2.8358	
1384	-0.80644	0.73573	2.7982	
1385	-0.82903	0.75832	2.7605	
1386	-0.85162	0.78091	2.7229	
1387	-0.87421	0.8035	2.6852	
1388	-0.8968	0.82609	2.6476	
1389	-0.91939	0.84868	2.6099	
1390	-0.94199	0.87127	2.5723	
1391	-0.96458	0.89387	2.5346	
1392	-0.98717	0.91646	2.497	
1393	-1.0098	0.93905	2.4593	
1394	-1.0323	0.96164	2.4217	
1395	-1.0549	0.98423	2.384	
1396	-1.0775	1.0068	2.3464	
1397	-1.1001	1.0294	2.3087	
1398	-1.1227	1.052	2.2711	
1399	-1.1453	1.0746	2.2334	
1400	-1.1679	1.0972	2.1958	
1401	-1.1905	1.1198	2.1581	
1402	-1.2131	1.1424	2.1205	
1403	-1.2357	1.165	2.0828	
1404	-1.2583	1.1875	2.0452	
1405	-1.2808	1.2101	2.0075	
1406	-1.3034	1.2327	1.9699	
1407	-1.326	1.2553	1.9322	
1408	-1.3486	1.2779	1.8946	
1409	-1.3712	1.3005	1.8569	
1410	-1.3938	1.3231	1.8193	
1411	-1.4164	1.3457	1.7816	
1412	-1.439	1.3683	1.744	
1413	-1.4616	1.3909	1.7063	
1414	-1.4842	1.4134	1.6687	
1415	-1.5067	1.436	1.631	
1416	-1.5293	1.4586	1.5934	
1417	-1.5519	1.4812	1.5557	
1418	-1.5745	1.5038	1.5181	
1419	-1.5971	1.5264	1.4804	
1420	-1.6197	1.549	1.4428	
1421	-1.6423	1.5716	1.4051	
1422	-1.6649	1.5942	1.3675	
1423	-1.6875	1.6168	1.3298	
1424	-1.7101	1.6394	1.2922	
1425	-1.7327	1.6619	1.2545	
1426	-1.7552	1.6845	1.2168	
1427	-1.7778	1.7071	1.1792	
1428	-1.8004	1.7297	1.1415	
1429	-1.823	1.7523	1.1039	
1430	-1.8456	1.7749	1.0662	
1431	-1.8682	1.7975	1.0286	
1432	-1.8908	1.8201	0.99094	
1433	-1.9134	1.8427	0.95329	
1434	-1.936	1.8653	0.91564	
1435	-1.9586	1.8878	0.75	
1436	-1.9586	1.8878	0.83533	
1437	-1.9586	1.8878	0.79266	
1438	-0.53473	0.46402	0.75	
1439	-0.56946	0.49874	0.75	
1440	-0.60418	0.53347	0.75	
1441	-0.63891	0.5682	0.75	
1442	-0.67364	0.60293	0.75	
1443	-0.70837	0.63766	0.75	
1444	-0.74309	0.67238	0.75	
1445	-0.77782	0.70711	0.75	
1446	-0.81255	0.74184	0.75	
1447	-0.84728	0.77657	0.75	
1448	-0.882	0.81129	0.75	
1449	-0.91673	0.84602	0.75	
1450	-0.95146	0.88075	0.75	
1451	-0.98619	0.91548	0.75	
1452	-1.0209	0.9502	0.75	
1453	-1.0556	0.98493	0.75	
1454	-1.0904	1.0197	0.75	
1455	-1.1251	1.0544	0.75	
1456	-1.1598	1.0891	0.75	
1457	-1.1946	1.1238	0.75	
1458	-1.2293	1.1586	0.75	
1459	-1.264	1.1933	0.75	
1460	-1.2987	1.228	0.75	
1461	-1.3335	1.2628	0.75	
1462	-1.3682	1.2975	0.75	
1463	-1.4029	1.3322	0.75	
1464	-1.4376	1.3669	0.75	
1465	-1.4724	1.4017	0.75	
1466	-1.5071	1.4364	0.75	
1467	-1.5418	1.4711	0.75	
1468	-1.5766	1.5058	0.75	
1469	-1.6113	1.5406	0.75	
1470	-1.646	1.5753	0.75	
1471	-1.6807	1.61	0.75	
1472	-1.7155	1.6448	0.75	
1473	-1.7502	1.6795	0.75	
1474	-1.7849	1.7142	0.75	
1475	-1.8196	1.7489	0.75	
1476	-1.8544	1.7837	0.75	
1477	-1.8891	1.8184	0.75	
1478	-1.9238	1.8531	0.75	
1479	-0.42929	0.5	2.85	
1480	-0.42929	0.5	1.1079	
1481	-1.307	1.3777	1.1079	
1482	-1.2719	1.3426	1.1079	
1483	-1.2368	1.3075	1.1079	
1484	-1.2017	1.2724	1.1079	
1485	-1.1666	1.2373	1.1079	
1486	-1.1315	1.2022	1.1079	
1487	-1.0964	1.1671	1.1079	
1488	-1.0613	1.132	1.1079	
1489	-1.0262	1.0969	1.1079	
1490	-0.99104	1.0618	1.1079	
1491	-0.95593	1.0266	1.1079	
1492	-0.92082	0.99153	1.1079	
1493	-0.88571	0.95643	1.1079	
1494	-0.85061	0.92132	1.1079	
1495	-0.8155	0.88621	1.1079	
1496	-0.78039	0.8511	1.1079	
1497	-0.74528	0.81599	1.1079	
1498	-0.71017	0.78088	1.1079	
1499	-0.67506	0.74577	1.1079	
1500	-0.63995	0.71066	1.1079	
1501	-0.60484	0.67555	1.1079	
1502	-0.56973	0.64044	1.1079	
1503	-0.53462	0.60533	1.1079	
1504	-0.49951	0.57022	1.1079	
1505	-0.4644	0.53511	1.1079	
1506	-0.42929	0.5	0.75	
1507	-0.42929	0.5	1.0632	
1508	-0.42929	0.5	1.0184	
1509	-0.42929	0.5	0.97369	
1510	-0.42929	0.5	0.92895	
1511	-0.42929	0.5	0.88421	
1512	-0.42929	0.5	0.83948	
1513	-0.42929	0.5	0.79474	
1514	-1.8878	1.9586	0.75	
1515	-1.8531	1.9238	0.75	
1516	-1.8184	1.8891	0.75	
1517	-1.7837	1.8544	0.75	
1518	-1.7489	1.8196	0.75	
1519	-1.7142	1.7849	0.75	
1520	-1.6795	1.7502	0.75	
1521	-1.6448	1.7155	0.75	
1522	-1.61	1.6807	0.75	
1523	-1.5753	1.646	0.75	
1524	-1.5406	1.6113	0.75	
1525	-1.5058	1.5766	0.75	
1526	-1.4711	1.5418	0.75	
1527	-1.4364	1.5071	0.75	
1528	-1.4017	1.4724	0.75	
1529	-1.3669	1.4376	0.75	
1530	-1.3322	1.4029	0.75	
1531	-1.2975	1.3682	0.75	
1532	-1.2628	1.3335	0.75	
1533	-1.228	1.2987	0.75	
1534	-1.1933	1.264	0.75	
1535	-1.1586	1.2293	0.75	
1536	-1.1238	1.1946	0.75	
1537	-1.0891	1.1598	0.75	
1538	-1.0544	1.1251	0.75	
1539	-1.0197	1.0904	0.75	
1540	-0.98493	1.0556	0.75	
1541	-0.9502	1.0209	0.75	
1542	-0.91548	0.98619	0.75	
1543	-0.88075	0.95146	0.75	
1544	-0.84602	0.91673	0.75	
1545	-0.81129	0.882	0.75	
1546	-0.77657	0.84728	0.75	
1547	-0.74184	0.81255	0.75	
1548	-0.70711	0.77782	0.75	
1549	-0.67238	0.74309	0.75	
1550	-0.63766	0.70837	0.75	
1551	-0.60293	0.67364	0.75	
1552	-0.5682	0.63891	0.75	
